	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER-/LN-"	"ER-/LN-"	"ER +/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN+"	"ER-/LN+"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"
"X63417_at"	83	57	34	10	10	10	10	10	59	10	526	10	70	10	10	10	405	10	10	94	201	10	10	39	10	10	25	87	92	451	10	38	134	111	10	10	10	92	49	152	10	10	41	81	91	10	221	245	80
"X63578_rna1_at"	3383	30	6242	10	332	38	101	10	787	116	79	3200	242	63	99	96	222	10	10	116	1919	3242	56	158	1445	278	66	42	212	912	423	272	182	183	92	170	134	262	10	286	10	18	45	201	136	230	10	151	80
"X63741_s_at"	118	107	10	10	10	10	54	10	50	104	10	10	10	40	295	10	50	119	10	10	10	10	10	20	10	10	10	10	144	10	10	1015	20	10	10	1460	10	10	946	735	10	10	10	176	10	10	10	10	10
"X63755_at"	152	158	31	78	194	287	197	111	168	67	168	1819	10	10	10	10	267	10	112	31	144	272	10	287	191	99	814	10	10	10	294	220	161	140	152	100	10	69	10	47	117	214	10	10	10	10	10	10	10
"X64044_at"	146	93	10	10	10	427	140	167	121	55	992	866	57	10	10	59	10	10	571	67	29	10	44	10	350	58	374	105	173	1091	143	10	10	88	90	219	160	10	254	221	32	10	179	88	353	68	10	314	105
"X64072_s_at"	10	27	47	116	10	360	229	32	162	230	563	10	1032	883	312	1162	10	10	10	184	310	625	44	10	81	10	1028	1360	1222	1252	375	124	426	66	195	350	524	78	92	56	10	361	544	113	1278	451	785	349	164
"X64810_at"	10	12152	28	48	10	26	102	23	111	111	46	822	10	72	10	22	52	36	307	10	142	84	71	10	10	11	10	22	10	10	46	49	12	10	10	10	43	10	32	185	98	31	10	10	34	57	10	10	10
"X64877_at"	10	68	152	80	447	128	136	105	2737	34	10	10	400	308	10	101	10	67	540	57	230	100	188	133	35	205	108	171	64	64	124	10	10	39	88	69	10	10	38	142	77	19	179	360	143	109	10	10	130
"X64878_at"	332	90	141	212	48	240	10	10	10	10	10	186	29	70	38	10	10	436	10	30	122	10	10	1289	91	10	10	58	89	10	31	117	126	56	10	10	49	78	10	98	52	31	68	124	13	31	24	10	10
"X64994_at"	124	77	136	113	103	134	10	35	108	10	10	10	87	10	10	67	154	10	64	10	12	10	49	10	228	10	10	49	122	318	149	115	105	146	75	271	152	177	52	120	118	32	122	44	10	19	157	121	35
"X65550_at"	10	10	10	10	10	98	10	10	10	10	414	1441	10	371	52	559	10	10	233	79	126	10	31	17	10	113	65	155	44	127	45	166	110	220	13	10	86	113	42	161	245	77	10	262	10	95	41	89	112
"X65727_cds2_s_at"	10	173	179	10	10	209	155	10	29	160	10	10	274	10	235	250	10	10	10	10	225	10	10	10	275	69	25	10	113	10	153	10	63	97	10	10	10	21	97	10	10	35	85	30	517	10	48	330	203
"X66365_at"	359	239	631	769	844	231	10	107	328	10	10	10	334	181	122	12	352	363	567	265	10	10	331	422	10	1011	419	10	66	10	10	102	34	253	408	521	10	10	265	137	97	152	30	10	365	556	143	60	16
"X66533_at"	143	10	94	10	40	10	26	10	10	10	37	537	10	102	274	55	10	110	10	10	10	10	133	10	10	10	216	133	10	120	27	10	10	85	49	137	176	10	20	41	10	96	77	140	107	30	390	182	71
"X66867_cds1_at"	10	202	21	10	366	243	183	375	172	217	10	413	26	186	119	152	10	78	310	132	10	386	21	10	10	160	99	395	147	10	387	10	71	146	148	141	147	253	90	267	18	244	135	232	95	10	141	281	187
"X67594_at"	96	249	10	135	10	169	10	295	116	10	10	10	10	145	99	118	92	193	127	228	175	271	354	234	193	10	417	68	245	10	10	193	10	10	10	47	1053	124	10	10	270	10	203	1002	185	136	10	187	45
"X68264_rna1_at"	286	142	10	57	271	178	16	155	11	92	10	10	114	259	143	174	287	152	328	138	187	10	202	121	252	217	439	10	10	10	10	10	152	10	255	79	126	262	10	10	198	141	10	13	138	33	94	10	21
"X68314_at"	66	10	10	236	10	10	88	10	10	237	10	10	233	439	202	10	10	10	523	102	10	130	12	351	10	10	10	10	49	239	69	10	10	34	194	10	296	140	146	35	31	102	10	148	67	85	10	10	10
"X69950_s_at"	258	140	248	10	328	10	10	151	59	43	10	1169	10	10	367	48	10	73	10	98	10	115	287	10	278	182	142	248	105	70	70	10	177	110	144	126	48	10	10	147	10	49	17	10	102	129	14	32	10
"X70070_at"	10	10	10	10	10	10	10	10	10	10	2193	133	10	10	10	10	10	10	882	10	589	186	10	10	432	138	10	10	10	10	10	10	10	10	10	10	10	19	10	10	469	10	10	10	10	10	10	10	10
"X71135_at"	263	10	30	98	257	77	220	10	10	340	10	10	10	167	10	10	10	174	1706	10	134	10	10	10	10	109	10	10	10	265	10	166	10	10	10	10	10	10	35	10	167	10	10	76	10	10	10	90	10
"X72012_at"	10	195	10	10	10	10	10	10	374	257	10	10	109	84	399	309	10	10	10	10	10	301	10	224	267	1122	10	10	210	1120	10	10	341	212	18	10	10	10	10	10	10	137	389	898	346	25	10	10	294
"X72308_at"	75	10	10	10	10	10	10	267	91	10	68	10	60	26	45	128	216	10	721	159	15	321	10	363	10	293	228	134	334	1534	10	140	10	111	264	119	75	10	81	120	318	90	12	204	96	219	149	10	275
"X73079_at"	291	219	175	419	323	345	158	127	50	10	1143	1981	39	156	71	134	10	454	84	79	18	36	10	34	10	629	10	10	10	569	111	134	10	70	10	46	10	27	10	46	70	10	36	168	12	10	34	10	10
"X73608_at"	196	115	10	72	10	126	297	90	182	161	10	375	10	20	41	64	299	210	58	56	10	10	67	149	10	186	10	68	10	10	115	52	16	112	56	99	174	70	104	32	10	10	82	10	125	10	10	59	10
"X74328_rna1_at"	10	10	10	10	315	200	35	10	93	98	4434	7030	10	52	10	246	10	98	10	140	684	105	127	85	340	378	320	133	109	1952	160	82	205	140	10	10	224	16	246	10	236	239	61	106	191	189	198	31	64
"X75315_at"	109	122	160	36	122	64	10	123	10	10	10	553	394	10	10	98	10	139	10	222	37	10	260	10	130	10	10	41	144	1246	10	10	61	43	117	11	10	240	116	167	102	656	39	41	445	10	204	131	137
"X75346_s_at"	143	190	152	69	10	143	19	339	10	93	80	2034	76	47	14	161	127	405	10	204	161	10	486	10	355	120	454	41	167	10	143	10	788	294	10	183	10	335	60	169	10	361	359	220	281	36	10	10	261
"X75535_at"	274	220	250	16	52	194	196	231	297	190	10	666	10	537	10	29	200	10	10	181	264	10	453	10	78	268	10	10	155	10	158	498	507	292	85	302	74	597	767	146	10	142	315	192	193	331	114	260	185
"X75918_at"	56	529	103	1069	10	21	10	19	54	137	10	10	10	63	11	10	10	88	10	10	10	10	10	10	10	10	10	10	10	10	152	151	68	97	74	99	384	10	234	178	35	10	41	83	10	10	16	120	10
"X75958_at"	276	1907	17	10	10	58	19	41	187	106	503	10	53	82	123	482	10	117	611	10	78	73	10	97	10	25	1416	188	65	51	33	41	78	10	96	19	98	10	83	37	428	10	10	10	38	97	225	23	10
"X76059_at"	295	242	470	10	723	223	429	32	389	645	10	10	10	381	21	62	31	10	10	74	166	10	483	347	489	177	227	447	223	10	136	28	267	24	10	276	107	10	60	10	246	61	35	291	50	39	65	139	86
"X76342_at"	55	10	10	22	21	66	48	10	10	56	338	1759	10	29	10	10	10	143	10	10	179	10	10	10	10	10	24	10	10	12	79	71	10	10	14	10	62	16	61	28	86	17	54	10	10	57	10	114	23
"X77737_at"	10	10	75	10	366	111	43	27	10	10	10	10	73	61	169	67	592	25	233	10	323	10	12	10	155	10	97	154	162	10	10	10	58	26	311	10	13	163	62	155	122	79	86	87	77	99	10	10	120
"X77777_s_at"	10	10	10	10	10	10	10	10	10	10	10	11277	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	220	10	35	10	10	10	10	10	10	10	22	10	10	10	10	10	10	10	10	10
"X78342_at"	159	78	39	124	10	176	10	13	10	153	1672	1136	340	381	135	204	10	10	10	143	889	180	36	288	20	196	10	120	10	10	13	80	124	85	310	56	281	225	503	23	215	10	320	181	187	93	23	10	44
"X78520_at"	156	337	10	135	10	10	10	79	150	10	10	10	170	119	89	10	159	10	10	75	174	10	183	10	10	196	74	10	10	10	55	10	55	129	10	10	10	200	66	82	180	152	290	118	89	126	10	181	251
"X78549_at"	37	152	39	102	10	230	110	99	10	10	10	10	27	10	10	10	10	10	11	230	40	10	10	58	365	10	116	10	632	410	273	271	114	357	366	525	445	474	342	466	127	229	211	10	91	387	284	811	178
"X78706_at"	1494	10	10	120	10	10	2674	984	10	10	10	10	122	644	435	10	10	1305	10	2929	10	1029	466	10	10	10	10	214	1729	3634	910	863	10	966	1744	841	993	10	402	2953	178	426	106	10	251	6205	216	10	727
"X78710_at"	10	220	10	10	92	443	10	76	188	10	167	162	238	83	183	10	125	189	765	110	149	40	317	88	206	23	259	55	20	10	27	23	121	10	45	31	10	78	152	36	10	57	10	10	10	10	10	10	10
"X79066_at"	10	10	10	10	10	170	43	359	223	65	1007	893	189	19	532	233	10	10	220	10	943	607	10	147	10	10	411	10	452	40	498	10	215	288	10	709	341	399	10	287	452	118	188	29	230	625	239	79	159
"X79440_at"	170	363	91	10	10	49	10	10	10	59	10	10	144	10	255	10	445	227	1867	10	10	85	10	298	10	10	10	75	10	10	213	72	139	28	121	264	111	56	349	10	185	10	85	10	162	10	182	10	10
"X79483_at"	132	144	168	10	188	23	272	10	153	191	10	508	290	610	165	707	237	270	2028	10	10	310	172	10	43	516	10	67	255	1623	10	417	299	10	131	10	124	477	17	73	248	10	10	203	313	94	240	10	10
"X79510_at"	31	10	10	118	1489	91	13	10	10	10	1463	2786	97	142	10	41	267	10	1517	10	480	222	10	10	10	10	10	60	10	6771	44	36	20	10	11	120	10	103	10	10	10	101	10	83	10	21	10	10	10
"X79780_at"	10	10	10	10	10	10	165	16	206	199	354	202	196	10	10	136	10	285	889	46	10	10	213	70	162	10	10	10	93	10	10	26	181	61	10	10	89	10	54	127	10	119	47	47	87	10	10	235	214
"X80062_at"	86	10	10	65	113	48	195	10	221	10	630	908	49	10	10	183	221	285	1166	10	302	29	116	375	19	102	10	249	10	416	10	10	10	37	171	206	10	65	151	10	114	110	45	180	10	10	10	104	10
"X81420_at"	626	10	80	226	899	7540	10	10	10	395	10	10	172	12963	3931	6773	54	101	64	10	10	10	167	106	57	337	10	28	10	10	10	70	173	10	10	10	10	10	10	10	10	12943	12648	955	27	103	11282	1613	84
"X82224_at"	735	458	389	531	256	472	625	348	10	178	10	10	528	173	10	667	354	427	10	10	10	417	245	619	68	10	182	354	203	239	265	230	20	10	10	277	82	10	185	30	69	10	233	211	367	155	10	245	214
"X82494_at"	10	57	10	10	62	10	34	69	622	1334	10	10	763	2859	10	491	480	958	10	50	405	1506	180	10	159	47	936	177	370	10	497	235	10	634	644	618	332	111	10	10	349	272	2091	1654	1237	275	455	777	264
"X82693_at"	951	68	494	178	149	168	382	122	122	74	632	871	644	39	316	92	10	10	10	10	10	10	1015	2768	531	1371	364	135	10	226	10	147	87	308	26	249	63	252	10	90	145	1144	665	250	10	69	1617	105	10
"X82850_s_at"	231	98	10	10	10	48	73	144	64	113	10	10	10	10	30	166	132	452	947	46	10	10	10	10	372	66	53	10	65	10	10	72	10	10	10	10	10	10	10	10	10	10	20	100	50	10	10	10	10
"X83301_s_at"	128	85	10	71	10	10	10	10	10	39	911	1503	10	56	10	10	10	10	10	316	10	10	10	10	10	10	10	10	274	10	10	10	301	316	10	103	10	194	10	80	10	10	10	10	10	58	10	10	100
"X83490_s_at"	43	53	149	75	274	89	74	43	92	45	175	10	29	90	188	64	226	168	471	10	221	51	22	10	33	134	110	33	91	411	17	22	10	68	10	10	10	10	10	10	45	10	63	10	79	10	74	10	50
"X83618_at"	68	10	10	269	10	10	10	10	10	10	10	10	10	10	10	10	1571	504	10	20	10	2077	10	10	10	10	10	10	10	111	10	2921	10	10	577	10	15	10	550	10	10	10	10	95	10	4568	10	10	10
"X84213_s_at"	10	53	101	421	10	26	10	274	232	11	10	1624	41	10	10	406	1037	10	1097	241	771	1035	112	10	168	373	1931	130	983	10	343	151	681	145	350	10	33	228	188	56	267	183	10	623	219	437	10	10	10
"X84707_rna1_at"	10	10	10	10	10	717	10	10	10	10	10	33	845	923	2183	87	152	220	718	10	10	10	273	10	10	50	52	179	34	10	10	10	10	10	10	10	1828	10	10	10	7169	366	660	10	1098	10	1673	3024	10
"X84746_at"	172	10	10	10	10	10	334	10	135	10	10	1373	104	40	140	132	10	10	10	10	230	144	10	85	10	10	47	120	53	163	10	10	10	10	10	10	10	10	10	10	10	10	10	26	10	53	10	10	10
"X85237_at"	10	43	10	10	10	10	24	10	10	10	10	438	163	10	10	10	10	27	10	183	10	10	347	10	959	10	42	10	162	10	51	10	128	10	10	10	208	71	27	125	10	226	221	10	89	300	94	58	239
"X85740_at"	10	10	227	149	657	128	10	10	10	107	310	1745	103	10	10	129	10	306	10	10	10	10	10	445	10	93	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	127	10	10	10	10
"X85750_at"	10	10	10	10	40	206	142	359	245	214	219	10	27	103	10	10	16	10	10	10	103	10	35	22	223	10	57	10	55	161	244	257	72	303	159	203	10	44	176	10	331	141	546	113	51	10	249	38	10
"X87159_at"	121	64	394	10	10	760	10	10	139	514	309	10	204	394	414	10	204	195	782	69	120	29	498	1241	10	73	97	440	153	10	35	1683	192	100	19	10	138	174	10	13	10	750	10	985	119	86	10	10	10
"X87160_at"	191	78	228	85	193	45	269	66	68	10	10	370	173	261	239	173	357	335	611	10	282	10	160	263	10	10	10	56	10	10	84	290	10	10	118	23	272	139	10	113	82	305	10	30	206	10	120	10	10
"X87342_at"	144	10	438	23	10	110	603	473	10	10	10	10	10	10	10	10	120	10	10	10	10	10	10	10	493	10	10	10	10	10	10	96	175	494	10	62	488	134	786	154	76	20	363	14	52	192	21	35	326
"X87344_cds10_at"	271	276	338	371	10	10	10	186	219	10	10	10	170	299	10	433	289	359	10	10	10	41	10	345	18	257	2109	351	463	10	98	310	161	267	516	225	10	426	10	224	259	345	216	243	110	135	505	10	497
"X87843_at"	224	108	139	72	10	152	10	319	10	10	10	10	102	10	10	49	96	10	10	244	39	10	10	304	131	10	34	10	133	402	22	25	152	184	10	10	48	28	33	57	10	28	35	42	10	51	10	30	31
"X87870_at"	10	10	90	10	10	10	10	10	10	10	169	10	10	10	20	10	10	224	2008	10	59	10	10	201	10	10	10	131	10	10	38	10	10	10	104	15	21	185	10	10	10	16	10	43	10	10	35	10	10
"X87871_s_at"	86	10	384	299	952	229	65	10	10	10	751	2089	10	95	10	108	10	713	344	10	200	10	10	88	570	10	10	306	10	316	122	290	114	125	115	294	232	380	89	10	101	290	14	62	273	10	43	18	238
"X89101_s_at"	247	501	609	760	10	238	10	581	334	31	10	10	535	45	145	163	1055	104	10	522	916	700	549	522	711	714	812	402	721	132	10	246	492	384	288	40	10	231	220	10	236	88	42	361	196	584	346	77	10
"X89109_s_at"	10	10	10	10	10	10	10	10	20	10	10	10	249	120	113	242	10	97	10	10	10	10	10	10	10	120	427	299	349	10	10	10	290	10	10	10	10	20	10	10	10	10	287	163	60	159	899	15	10
"X89430_at"	127	104	194	98	599	68	54	65	10	10	82	421	83	10	119	64	380	325	542	150	292	10	10	10	213	40	254	10	207	1299	10	10	10	10	21	10	10	147	10	10	10	106	10	103	10	214	10	10	32
"X89986_s_at"	10	179	10	30	10	201	496	81	173	45	638	1503	10	227	10	11	355	67	534	75	152	276	51	10	278	10	10	10	330	10	176	586	194	156	179	139	430	523	260	390	28	92	187	113	96	448	159	10	12
"X90828_at"	82	25	81	16	166	83	167	10	10	44	10	10	10	10	10	30	152	63	1736	13	10	33	10	10	10	10	240	10	10	221	23	10	10	10	10	10	10	10	11	18	10	10	10	86	75	18	38	10	18
"X90840_at"	10	10	10	10	10	425	10	59	296	10	461	1898	44	10	10	10	10	112	10	169	368	432	10	10	488	10	361	10	10	500	441	10	176	10	10	91	140	266	324	76	192	175	68	10	10	74	10	10	10
"X90857_at"	10	10	10	10	10	10	10	120	10	10	10	10	10	377	10	10	10	270	2096	168	10	10	10	91	203	10	10	10	10	40	10	237	110	128	10	106	34	12	242	315	10	175	238	222	10	79	10	35	53
"X90908_at"	47	10	10	10	86	20	21	61	10	10	10	10	10	45	10	40	85	10	10	50	190	10	10	187	102	413	134	10	21	173	94	10	177	10	158	183	141	321	10	10	76	10	68	240	73	155	45	62	77
"X91117_rna1_at"	44	10	244	211	208	157	10	32	10	10	10	245	83	10	10	86	62	14	10	10	10	218	10	10	10	57	139	43	30	141	85	138	10	10	144	134	55	170	10	29	137	10	32	42	66	28	39	352	10
"X92689_at"	10	10	10	10	10	305	101	10	10	51	10	10	272	114	355	19	10	10	10	10	197	10	205	183	10	10	10	10	25	24	10	29	28	15	10	98	10	10	12	169	10	153	56	130	32	92	228	320	125
"X92744_at"	190	125	213	10	381	442	245	10	10	39	94	10	90	94	10	41	10	368	1550	60	137	10	5205	305	213	555	101	139	58	24	123	10	64	88	46	81	10	49	233	154	131	115	48	652	175	25	121	167	332
"X92972_at"	62	472	10	10	10	10	147	443	241	184	10	10	152	227	10	84	267	127	1296	158	10	10	227	10	10	10	76	10	169	10	10	10	10	76	10	156	456	152	10	267	122	153	171	10	71	76	54	10	147
"X93510_at"	10	21	10	10	10	16	10	10	10	123	10	10	122	130	104	180	671	10	10	10	202	10	304	10	10	203	262	10	10	10	10	10	44	188	118	46	135	25	385	10	606	10	94	10	51	10	10	108	10
"X93996_rna1_at"	757	10	460	296	885	13	10	443	1210	903	16000	16000	1196	258	677	1026	2144	319	1310	245	8183	848	1040	10	936	97	1328	774	1221	4146	10	95	495	965	455	10	10	10	605	10	10	300	10	1001	306	84	10	130	284
"X95097_rna1_s_at"	426	936	718	434	383	362	46	136	248	59	465	2451	136	121	125	10	494	204	941	24	210	10	46	10	10	10	10	10	313	10	335	10	10	118	11	103	10	130	180	12	143	17	45	10	10	32	215	10	258
"X95152_rna1_at"	10	10	37	10	135	110	10	34	42	10	134	1085	55	65	90	61	10	48	10	16	136	34	66	10	10	10	153	10	20	115	88	10	59	46	10	10	100	10	10	10	10	12	10	10	10	85	262	23	335
"X95240_s_at"	10	10	10	10	10	10	95	10	10	10	10	10	10	12	10	10	10	15	19	10	10	10	2016	10	10	10	10	10	10	10	10	10	10	10	976	10	10	10	10	16000	10	10	10	15	10	42	10	10	10
"X95384_at"	194	10	215	65	10	227	10	75	10	142	10	10	252	185	49	153	162	10	10	169	10	10	309	144	10	220	10	95	18	88	10	284	142	211	36	73	261	312	213	193	10	307	124	111	101	86	266	194	127
"X95406_at"	10	10	10	10	10	94	10	10	10	10	1643	10	44	606	169	368	417	510	10	10	132	341	10	272	10	10	10	81	10	654	77	43	123	112	10	10	10	10	53	10	10	10	10	10	10	10	148	10	10
"X95677_at"	192	189	15	10	10	34	86	162	210	128	95	10	10	64	63	224	10	113	163	193	101	10	177	10	48	53	250	10	122	10	15	10	85	10	10	18	10	26	40	10	85	107	61	10	11	10	55	34	28
"X96584_at"	10	10	10	10	10	73	47	10	10	169	151	1623	96	157	585	239	101	70	138	26	162	104	166	56	66	10	231	70	49	10	104	10	10	10	10	276	10	10	10	10	10	10	110	105	21	10	238	24	10
"X97230_f_at"	115	30	10	70	69	13	10	63	10	73	113	280	60	79	10	51	149	10	1485	35	168	10	81	88	123	18	116	10	45	418	10	10	10	14	50	10	11	17	10	10	10	10	10	10	10	10	10	35	43
"X97267_rna1_s_at"	10	10	10	10	10	390	10	10	10	49	10	10	190	380	10	10	10	10	10	10	10	10	10	10	10	10	777	654	159	10	10	10	10	10	10	10	286	10	10	10	10	10	10	10	650	80	10	10	10
"X98258_at"	115	85	188	42	298	34	19	80	65	119	230	1233	40	36	153	20	10	10	10	99	10	10	75	10	197	10	12	10	10	565	129	10	36	77	94	59	55	10	43	69	71	49	109	24	80	38	76	93	70
"X99133_at"	107	218	10	10	177	1841	10	13	10	10	10	10	179	909	797	130	542	10	10	57	431	15	352	509	10	56	10	10	10	1275	258	95	115	231	188	165	300	67	210	207	925	29	343	10	10	10	78	25	361
"X99142_at"	279	10	10	38	802	66	392	10	138	248	685	10	156	3837	2450	228	102	234	247	10	225	297	10	10	10	485	371	128	402	1135	353	10	66	493	620	635	201	341	53	446	271	194	1801	20	10	10	165	10	630
"X99656_at"	14	10	10	10	10	10	10	276	10	12	10	1220	113	10	153	41	189	106	675	10	121	35	239	10	265	10	274	10	296	771	10	10	26	76	321	10	10	10	10	194	240	115	111	258	10	244	115	403	291
"X99657_at"	350	242	302	411	880	10	10	62	246	10	10	10	10	10	10	119	117	10	190	65	10	414	167	16	10	10	10	244	10	10	229	10	10	10	10	10	10	10	145	10	10	10	10	10	146	10	10	10	10
"X99961_at"	10	10	228	211	308	131	24	67	33	26	10	843	272	80	10	47	338	10	10	100	42	78	54	10	79	70	109	86	98	342	10	10	10	10	42	46	46	10	146	95	10	10	37	39	10	53	10	10	10
"Y00339_s_at"	10	10	10	123	10	10	29	10	344	620	488	10	10	10	870	39	467	537	10	10	5299	10	131	54	304	54	209	10	24	10	317	10	24	1123	10	199	287	10	331	39	10	24	74	172	56	17	10	188	10
"Y00796_at"	10	10	10	106	33	233	10	248	10	245	16	10	89	320	10	10	98	10	410	10	98	10	15	10	144	395	85	799	10	10	202	128	143	305	268	195	345	96	105	123	262	249	27	87	689	10	306	241	179
"Y00970_at"	173	10	10	10	10	10	10	10	112	10	10	10	16	239	10	10	10	302	10	10	10	287	10	86	10	10	80	10	10	10	427	542	447	121	124	10	15	860	10	10	412	10	10	76	259	10	10	89	88
"Y07595_at"	10	168	115	587	19	31	10	10	10	10	10	10	119	87	53	10	10	10	317	10	10	138	10	10	45	138	10	10	10	10	10	64	155	10	12	281	63	291	229	447	383	172	351	276	335	111	221	121	10
"Y07707_at"	67	26	36	10	10	21	10	51	92	10	10	10	61	66	106	88	10	16	1091	34	10	52	103	130	10	88	10	108	10	10	17	112	63	67	44	61	107	178	86	30	165	231	100	109	10	38	147	94	64
"Y07867_at"	10	69	179	10	338	111	141	258	16	355	10	484	175	367	383	179	10	62	10	45	329	27	453	10	70	176	237	225	145	10	169	211	289	82	10	83	15	349	110	10	65	30	141	205	51	10	166	10	107
"Y08223_at"	39	10	10	10	10	228	21	10	51	108	533	10	10	67	104	323	144	102	10	151	10	108	71	10	41	231	419	45	100	451	16	12	10	10	163	10	10	10	10	10	55	10	11	163	138	50	10	16	115
"Y08263_at"	10	10	263	487	405	10	32	10	10	78	235	576	320	298	289	170	302	679	898	307	351	10	206	10	10	217	399	151	648	4458	10	147	57	69	231	118	35	68	10	244	10	129	10	200	290	68	10	10	222
"Y08374_rna1_at"	490	10	220	10	9882	1451	375	58	82	360	216	27	400	4141	3755	7344	530	60	459	10	322	10	2728	1191	157	1876	806	509	1109	10	676	103	143	78	213	10	1783	220	159	106	42	989	4083	10512	2633	13	118	349	10
"Y08613_at"	244	10	10	46	545	317	176	10	10	10	10	10	73	10	10	181	10	10	10	10	10	10	10	393	10	10	37	10	10	934	10	316	10	10	10	10	10	10	10	10	922	10	10	10	10	10	10	10	10
"Y09267_at"	468	68	197	10	90	836	166	10	176	227	10	10	207	1596	86	3617	287	908	2483	61	318	10	211	60	106	232	2756	470	10	282	10	149	10	10	115	95	194	139	129	58	46	1266	814	1228	1196	10	21	2892	69
"Y09912_rna1_at"	10	10	10	8096	10	10	10	10	10	10	1163	10	10	10	10	10	2216	10	10	1067	10	979	10	977	10	10	10	10	10	10	1860	10	10	124	45	10	10	10	186	386	10	10	10	10	10	761	10	10	10
"Y10141_s_at"	164	366	338	638	921	10	164	515	368	593	10	42	279	584	131	652	1013	919	1966	406	371	10	206	1143	602	10	476	573	628	10	120	10	430	10	10	10	116	10	153	10	10	107	73	274	41	279	134	114	10
"Y10207_at"	10	10	10	10	10	10	10	10	10	10	718	1420	10	10	10	10	532	10	1013	10	196	10	73	240	43	360	10	23	10	1307	10	253	10	108	10	10	61	141	10	10	10	10	10	73	10	168	37	10	95
"Y10209_at"	128	69	154	85	477	184	42	24	10	54	10	10	61	160	233	135	10	10	10	67	505	25	142	81	10	10	10	151	10	1961	97	10	10	12	93	54	10	10	54	216	60	200	123	10	124	10	63	10	147
"Y10256_at"	10	10	10	10	10	10	10	10	10	10	1195	2194	14	10	10	10	10	10	10	10	236	10	10	179	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	131	10	10	10	10	10	10
"Y10260_at"	88	19	10	10	680	10	352	10	356	10	238	169	20	10	42	10	10	10	105	10	979	534	10	10	518	10	10	10	492	10	10	10	224	10	10	34	15	10	10	10	10	10	10	10	10	10	59	10	10
"Y10506_at"	10	61	88	10	222	100	38	10	10	11	665	10	65	10	37	10	81	10	10	10	241	10	13	179	130	10	58	10	59	1178	19	10	10	91	10	84	70	29	91	16	10	10	62	61	92	28	121	20	10
"Y10615_at"	85	91	157	122	128	129	187	110	183	11	78	818	112	137	38	10	74	90	10	10	10	44	51	99	150	154	72	14	92	10	10	10	10	49	123	10	72	31	33	10	10	10	10	128	10	10	91	10	60
"Y11416_at"	252	10	10	10	10	56	10	10	10	10	2474	1499	147	10	49	10	10	10	10	10	568	10	10	10	10	10	10	133	10	10	10	10	10	10	10	10	10	32	10	10	10	10	10	10	10	10	10	10	10
"Y12394_at"	92	143	10	207	10	328	10	28	10	10	289	10	92	10	89	10	237	29	10	16	90	10	85	10	32	32	36	10	10	10	177	10	26	18	30	205	10	10	19	22	10	345	41	10	89	73	84	681	10
"Y12478_at"	358	406	10	10	10	10	10	169	136	10	10	10	10	10	188	10	54	58	652	10	10	10	84	10	19	10	10	10	45	10	10	10	165	129	10	10	10	193	10	276	10	148	10	10	127	10	10	10	10
"Y12856_at"	10	10	10	13	10	93	12	33	10	171	10	10	208	297	272	89	83	145	10	10	10	176	30	283	128	55	10	113	10	174	29	47	129	18	86	266	98	12	135	10	21	93	112	56	128	85	14	158	46
"Y13618_at"	10	52	151	10	189	113	10	66	10	41	314	758	98	92	10	74	67	240	952	57	10	56	34	85	86	77	10	78	10	213	127	10	57	23	45	56	174	20	25	10	65	25	10	20	18	65	51	12	30
"Z00010_at"	10	10	10	343	64	1660	1191	10	10	10	10	10	10	395	10	542	10	10	10	10	10	10	26	10	10	10	10	41	15	10	10	10	10	10	10	10	10	10	10	10	10	176	10	10	779	99	10	784	10
"Z11695_at"	293	110	10	10	10	73	104	23	10	10	10	10	84	152	76	100	10	10	10	10	108	10	105	10	10	10	10	10	47	10	10	10	242	179	28	82	64	161	429	151	24	187	223	147	256	349	63	10	162
"Z14978_at"	10	10	10	10	10	10	1111	10	10	10	16000	16000	734	187	114	284	202	436	800	188	3501	66	10	98	345	124	971	10	334	6757	26	167	10	10	10	20	10	59	26	818	10	249	10	641	591	55	143	463	373
"Z14982_rna1_at"	10	587	63	513	1436	957	372	743	10	273	3345	4760	476	738	74	455	10	447	754	129	1937	361	31	10	10	448	565	843	10	10	316	10	529	63	120	10	10	30	357	311	10	163	459	88	1471	866	727	837	447
