	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"40270_at"	60.3	113	145	10	255	75	404	10	108	10	31	660	189	243	395	21	181	29	10	12	216	35	90	162	181	337	205	172	303	17	230	89	479	539	171	856	82	10	311	841	788	10	200	279	10	130	89	13	246	117	363	125	229	137	10	198	467	779	469	108	275	208	1073	730	264	10	279	882	156	90	10	10
"40272_at"	5394.2	10991	2324	2205	25	3958	3934	4096	1761	559	10401	44	10	158	288	14	487	92	1969	237	90	1551	4835	2386	12	78	1906	570	22	27	137	238	10	160	123	122	150	140	537	371	345	4651	643	10	10	171	171	178	350	309	10	128	213	89	1632	40	424	488	50	238	159	162	10	258	42	333	261	232	279	205	142	10
"40282_s_at"	294	260	335	17	331	345	278	607	419	131	394	332	403	248	459	304	383	333	286	207	267	635	366	126	387	1763	355	549	2567	714	1183	788	489	4727	448	1467	2606	867	647	560	16000	525	1542	791	11735	15990	880	14407	2246	1066	16000	16000	16000	2105	476	5771	1196	16000	1846	16000	9499	16000	16000	16000	16000	16000	16000	7163	16000	14109	16000	7131
"40523_at"	219.2	10	83	66	147	28	50	69	10	311	250	54	217	153	10	220	42	10	183	10	10	84	86	10	99	30	72	27	27	10	55	10	36	88	108	114	10	104	388	186	300	10	10	10	225	10	10	10	10	59	10	10	10	75	10	10	10	10	229	246	10	145	49	10	10	65	237	18	102	44	76	10
"40525_at"	10	169	10	10	421	245	10	10	82	82	10	10	10	10	10	10	35	10	10	10	284	10	10	251	10	10	181	10	10	10	10	10	10	10	137	10	10	10	325	10	10	10	10	19	513	517	10	55	10	156	319	10	152	10	289	256	10	10	10	10	10	409	10	10	120	10	10	10	10	10	10	10
"40529_at"	137.5	28	308	10	782	10	200	298	10	10	10	10	388	705	262	10	10	10	164	191	10	577	379	10	10	10	10	111	10	87	10	33	10	10	10	301	423	233	79	680	345	282	586	66	1036	666	910	657	396	676	569	96	646	702	527	415	460	1030	472	1219	1057	10	970	1149	10	535	644	332	416	705	311	10
"40532_at"	10	719	10	288	10	611	10	10	187	605	375	22	10	734	236	261	363	189	10	10	151	10	10	452	295	233	10	10	51	63	10	43	61	127	299	277	653	249	145	459	163	10	14	458	413	10	10	10	10	10	199	10	10	10	228	266	267	209	10	10	10	157	1025	10	708	606	10	10	242	10	525	10
"40533_at"	436.5	906	10	121	10	90	313	789	87	720	330	10	10	10	273	372	140	379	727	10	10	10	82	246	10	10	10	10	10	10	10	10	10	10	78	10	88	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40536_f_at"	72.9	178	120	10	72	122	131	210	336	72	180	22	73	439	10	10	10	105	87	343	13	557	288	24	90	33	50	10	10	10	10	178	662	110	10	10	30	10	500	302	280	10	411	583	29	117	301	59	10	10	10	173	10	328	10	65	64	372	10	358	10	195	71	10	10	10	611	459	272	324	51	10
"40542_at"	10	10	10	10	36	289	10	99	353	10	10	113	10	207	10	10	453	10	216	10	10	10	684	10	160	10	189	10	26	300	345	10	10	10	126	598	10	10	10	487	540	10	551	10	10	10	11	10	10	106	10	10	88	10	10	10	917	641	472	207	1140	10	10	664	923	535	474	10	96	10	10	10
"40548_at"	275.4	969	10	117	239	1079	1578	453	972	579	427	248	151	1558	190	1458	10	571	443	915	290	459	354	454	91	65	222	10	10	86	10	245	479	255	27	304	220	233	10	227	38	196	323	454	10	10	46	10	10	10	10	35	75	393	90	10	10	10	10	10	10	10	10	10	10	10	16	10	10	10	10	10
"40549_at"	268.9	447	10	10	232	119	204	10	10	74	10	10	10	10	10	10	479	10	84	179	27	76	177	10	255	177	155	238	10	217	10	346	10	10	10	105	394	10	327	120	1573	48	10	117	10	172	10	10	10	10	288	10	10	10	10	10	10	10	10	10	10	10	10	10	732	10	10	10	229	10	42	10
"40559_at"	10	213	44	146	134	182	111	199	10	10	230	93	186	10	321	86	323	11	253	266	211	62	45	127	10	10	273	127	96	110	192	10	257	440	147	97	10	10	10	267	466	524	10	239	10	371	10	250	373	280	300	131	207	94	454	231	10	105	392	207	242	133	10	171	307	10	10	596	362	10	367	10
"40560_at"	10	10	10	227	10	16	167	10	10	718	10	10	10	15	10	299	10	533	10	10	10	719	10	33	201	105	10	10	215	10	10	31	278	10	226	10	752	10	180	10	294	10	55	10	82	96	10	10	10	10	10	450	79	10	356	10	10	579	10	10	97	10	25	10	875	10	10	10	619	10	10	10
"40574_at"	171	154	386	10	10	10	120	364	205	160	224	97	134	135	64	158	10	103	10	216	148	253	208	104	111	35	68	46	10	14	10	37	10	112	10	204	92	148	146	326	245	232	32	181	225	10	232	16	10	10	10	108	92	188	149	10	204	20	111	32	76	10	248	10	100	289	51	323	10	146	179	105
"40578_s_at"	65.6	114	127	45	10	76	140	433	199	10	144	10	688	18	10	10	10	10	340	10	477	155	121	10	80	104	10	137	10	10	199	180	11	407	177	114	10	194	266	264	225	10	211	10	340	148	392	126	185	294	196	10	276	144	210	198	356	271	527	183	348	68	277	10	10	1381	263	902	10	165	10	94
"40581_at"	665.5	1009	762	10	748	531	857	150	538	49	517	10	56	275	10	10	308	103	297	745	438	404	1066	261	301	640	474	10	10	238	1200	253	348	668	10	10	10	10	527	255	791	10	575	432	185	10	178	10	10	10	10	38	379	490	429	352	567	558	10	1102	10	138	1111	10	10	739	1465	639	1022	820	548	318
"40589_at"	1197	1669	10	213	41	1049	1086	1724	1646	62	1514	322	473	2618	1436	1123	151	997	406	224	10	1604	471	643	206	10	21	458	92	510	166	418	621	192	10	1606	209	1639	10	169	10	2126	47	115	10	10	486	10	147	10	10	346	10	10	188	10	10	10	10	10	10	10	10	10	10	10	10	33	10	10	10	10
"40590_at"	10	29	10	10	35	185	10	51	10	31	50	23	10	34	10	10	10	36	10	10	52	10	10	69	10	10	32	10	10	12	88	10	54	10	65	114	179	10	35	213	58	10	51	38	188	208	99	183	77	250	217	120	10	51	160	198	221	10	197	267	10	34	118	68	96	137	185	126	10	475	304	217
"40597_g_at"	10	633	10	10	10	10	153	239	78	10	10	10	10	10	10	10	10	20	10	10	10	65	10	10	10	10	50	10	10	10	10	50	10	10	10	10	10	10	10	10	10	487	10	10	91	10	444	10	109	10	10	135	10	10	10	225	597	10	10	665	10	94	10	10	10	10	10	10	423	10	109	61
"40598_at"	164.6	394	234	233	277	10	24	10	381	10	10	10	10	10	10	10	575	10	340	494	262	10	10	63	10	394	10	10	220	10	10	10	342	436	278	10	142	599	597	10	1002	635	10	10	846	452	641	630	336	464	617	457	871	10	457	790	1147	867	1091	1081	13	485	1439	135	523	673	453	431	292	690	885	1068
"40603_at"	10	10	10	10	10	35	10	291	186	258	10	10	10	130	10	10	10	10	90	183	103	10	59	10	63	10	10	10	10	10	10	10	10	10	10	99	10	24	108	10	10	75	171	114	101	26	10	10	10	10	14	10	161	10	385	10	20	522	10	185	202	10	271	10	10	155	10	120	10	227	10	163
"40604_at"	1937.2	2253	1145	348	2312	1317	1973	1353	469	1094	535	459	1032	588	569	419	1356	167	1004	1657	1270	402	2131	207	838	172	819	1136	492	405	607	389	15	485	145	821	691	57	1606	444	130	496	1212	260	122	183	1329	61	671	10	10	10	47	199	57	91	336	10	126	208	10	969	113	31	10	51	1189	10	12	10	124	10
"40606_at"	114.8	10	183	68	92	10	10	149	68	55	50	16	128	27	10	127	299	10	106	28	37	10	10	73	10	30	10	10	100	17	51	10	44	10	35	58	10	19	10	10	45	194	124	10	675	10	10	10	27	10	133	10	197	185	10	134	53	148	152	132	434	64	147	10	10	637	551	631	21	10	10	13
"40608_at"	352.3	165	10	10	462	209	73	10	10	71	10	10	74	10	10	10	10	10	10	656	10	10	455	10	89	10	306	10	10	10	10	10	10	10	10	10	10	10	10	138	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	181	297	10	10	498	10	150	558	10	10	10	129	10	253	10	59	10
"40611_s_at"	78.8	11	91	10	106	99	133	10	63	10	23	43	133	133	10	10	112	63	10	190	14	117	144	10	22	19	105	155	51	137	209	166	10	230	67	413	10	10	151	128	348	10	216	198	22	72	117	10	81	101	403	118	10	416	387	45	10	340	157	561	10	138	349	95	10	10	63	10	57	240	373	93
"40621_at"	475	37	45	10	46	20	10	10	111	10	123	10	33	10	106	10	10	10	46	106	741	408	48	35	18	11	20	10	10	10	10	47	102	84	86	74	10	10	10	10	15	10	90	89	342	223	63	54	131	169	10	40	20	10	16	209	689	52	10	10	10	10	10	10	17	100	63	10	122	10	63	10
"40625_f_at"	150.3	67	209	10	141	10	92	14	67	86	32	126	81	12	10	10	10	53	55	81	10	10	522	78	14	130	152	203	135	172	536	187	23	10	10	149	139	10	494	148	33	10	10	63	313	226	10	10	10	10	10	10	10	52	10	113	234	79	249	10	10	123	730	10	10	47	176	30	10	10	271	278
"40633_at"	184.4	83	143	118	160	44	246	137	73	249	143	14	10	19	29	261	10	34	261	174	156	137	10	43	150	174	239	10	147	90	34	93	48	155	10	10	10	76	79	63	125	141	88	116	10	96	10	10	10	10	10	72	10	143	10	224	68	10	10	10	10	188	10	10	10	10	431	42	255	10	10	10
"40635_at"	2753.5	3347	10	10066	10	1609	3548	3322	4166	1973	693	7095	2150	2264	4381	6793	2905	9455	8241	1512	10	1718	353	74	189	1453	1002	2445	6148	505	2595	147	10	3851	10	3741	10	5431	10	10	10	4925	1174	3713	10	10	10	10	10	10	10	10429	10	10	10	3718	10	10	10	10	10	10	10	10	4220	10	10	10	10	10	10	10
"40639_at"	10	163	10	10	254	10	22	162	82	75	10	10	20	10	10	10	120	96	156	156	10	10	10	10	552	641	376	242	10	539	125	10	95	243	170	10	466	10	10	10	1089	10	57	458	10	716	117	10	10	10	1875	244	10	10	10	10	10	859	10	178	10	288	252	3292	946	2526	122	10	585	10	10	10
"40906_at"	256.5	69	13	10	93	10	607	10	133	66	249	10	486	282	279	219	54	73	112	330	126	450	139	10	91	163	128	10	10	46	500	52	10	10	10	10	57	10	125	29	124	357	81	95	10	74	416	10	31	39	578	139	55	189	486	10	435	10	409	244	10	81	85	10	166	10	15	135	243	10	10	302
"40907_at"	10	10	10	20	154	139	87	10	26	179	22	10	45	170	109	122	32	10	92	272	14	82	24	10	10	26	277	39	104	10	123	10	10	122	10	123	120	114	196	108	76	10	10	121	34	80	116	15	10	10	30	140	156	10	47	10	132	10	230	224	347	174	10	10	260	10	130	10	122	304	10	335
"40909_at"	10	170	10	170	121	130	67	214	177	177	194	124	108	346	47	183	90	98	231	121	95	156	145	19	158	200	173	17	61	64	53	18	275	10	55	100	10	113	77	120	145	10	10	171	10	278	183	10	216	10	240	86	273	10	93	47	240	199	10	97	10	10	126	10	10	10	59	36	10	10	106	10
"40913_at"	3022.4	4466	50	4915	3142	3128	4787	6396	3460	4052	3916	2057	2568	112	3400	4051	42	1273	3885	2666	2266	1857	2490	993	1172	390	1265	2035	325	536	1672	417	12	1952	10	1454	984	10	404	852	3697	4516	2726	1541	444	156	774	52	580	459	10	10	385	593	435	156	440	10	476	634	10	10	10	10	10	10	10	10	587	168	872	10
"40920_at"	44	63	99	10	123	122	19	209	84	197	156	22	90	154	10	10	10	20	97	104	81	57	167	103	92	10	28	10	10	10	76	44	10	286	79	10	10	67	122	158	498	114	124	68	10	218	350	10	123	10	10	36	140	239	156	194	10	64	61	169	10	240	122	10	10	151	174	10	38	261	211	10
"40923_at"	85.8	75	57	15	20	10	67	10	10	28	70	13	45	61	10	10	10	10	10	10	162	199	10	10	10	134	10	62	10	172	127	10	194	1389	10	145	87	10	10	260	1751	86	113	70	252	255	189	10	26	10	388	2799	151	134	10	395	10	10	10	57	10	175	127	10	523	109	585	124	399	138	380	10
"40936_at"	6661.5	4827	2505	7350	1935	4019	4400	6340	3958	2809	4680	5248	2668	1732	3623	5241	3321	2309	4200	276	2330	3516	3207	2479	1083	10	1604	5801	3304	1082	1840	137	498	453	10	2484	701	4387	10	186	10	1997	212	2374	349	168	262	102	411	10	10	10	10	112	308	72	294	10	10	10	10	604	10	56	10	17	126	20	10	648	100	180
"40944_at"	123.3	10	404	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	257	10	10	10	940	10	715	724	10	339	10	2022	515	167	467	204	282	46	10	10	10	10	929	10	10	10	37	1798	10	1882	13	10
"40952_at"	639.9	10	399	10	374	10	69	52	10	57	153	10	314	18	10	10	136	30	37	729	310	426	300	10	197	16	262	262	10	189	314	207	319	791	175	478	10	10	805	168	10	1097	186	10	131	137	272	10	10	10	10	59	69	353	10	10	135	121	10	363	185	10	89	10	10	366	37	231	216	10	168	21
"40953_at"	2637.5	193	802	158	272	411	408	1104	281	2745	3364	121	232	3369	494	61	377	214	97	10	98	491	929	467	24	107	86	10	142	94	10	17	103	108	96	36	17	173	10	78	25	163	170	78	252	279	147	10	58	10	105	36	193	10	34	29	843	226	63	10	120	58	10	184	10	147	122	260	10	10	114	10
"40965_at"	10	135	17	10	211	174	10	22	81	173	150	144	10	314	10	70	18	201	222	75	10	128	10	35	141	18	10	49	10	10	10	61	10	10	162	23	17	167	180	10	126	106	10	181	85	22	76	10	131	173	134	10	10	10	298	93	312	10	77	10	407	10	345	56	385	311	10	291	31	10	151	10
"40966_at"	2417.3	4224	671	1152	1620	2062	5246	4414	2039	1504	3923	818	639	4683	5574	6373	266	1553	959	473	1428	1501	3026	1153	1664	410	2523	866	224	1823	1844	1017	671	1928	1134	2070	1791	1450	521	1718	600	3602	717	3457	262	10	10	10	38	10	65	436	36	230	1638	10	10	10	10	10	10	115	10	10	75	10	10	10	10	10	10	10
"40975_s_at"	280.6	223	215	10	823	10	374	76	84	10	406	341	252	321	10	441	10	177	605	118	170	34	508	61	22	10	175	10	20	10	10	10	220	215	10	10	10	10	250	10	71	264	10	137	10	10	98	10	10	10	40	79	64	10	250	90	178	10	10	140	10	82	16	10	10	10	309	91	10	549	636	10
"40982_at"	218.7	762	99	500	80	145	233	99	471	1090	163	241	111	508	223	761	506	438	590	158	10	460	136	14	782	238	606	10	300	602	10	230	10	332	156	296	443	58	85	391	10	10	414	622	10	10	10	10	10	10	437	149	174	10	210	10	10	10	10	236	10	106	10	10	155	10	10	10	161	110	73	10
"40983_s_at"	163.2	157	88	188	318	130	85	171	176	283	160	86	10	81	10	254	127	338	274	153	10	163	199	11	117	39	148	10	10	10	10	100	10	164	15	95	10	10	37	10	10	10	50	18	10	12	10	10	10	10	162	10	102	51	136	77	10	10	10	224	10	10	10	10	36	16	23	10	10	75	107	10
"40989_at"	20.2	233	218	10	10	61	10	35	10	10	10	10	68	10	10	10	10	21	107	533	10	251	10	10	212	23	84	10	10	10	156	10	180	326	10	137	10	10	10	277	10	10	10	132	10	233	10	10	10	10	78	10	10	10	41	426	429	78	10	428	267	10	554	10	81	10	635	10	144	10	201	10
"40990_at"	327	291	10	10	433	417	565	1623	157	369	848	217	684	534	10	10	14	82	715	454	723	87	405	212	66	113	24	73	66	20	153	224	166	183	149	117	10	63	151	10	88	23	240	137	329	219	455	215	158	10	10	67	162	150	153	97	290	52	1048	10	233	10	36	10	25	672	200	767	169	11	192	10
"40996_s_at"	10	47	59	10	10	10	42	10	44	94	10	10	10	129	10	25	49	10	69	113	43	75	59	10	41	29	111	11	12	10	29	106	78	10	10	10	10	79	77	237	259	121	66	48	44	34	12	97	29	22	10	139	30	315	35	10	330	114	147	77	10	10	179	216	202	179	38	150	138	273	57	38
"41248_at"	462.1	684	137	311	582	600	698	463	384	908	826	263	498	793	698	1382	131	35	1075	535	374	650	588	37	398	48	627	419	210	434	536	141	10	723	278	860	760	350	114	361	324	943	423	528	99	100	10	10	64	146	41	193	96	477	53	157	10	10	10	10	81	127	10	10	18	10	10	10	78	10	13	10
"41259_at"	196	499	266	522	381	125	203	215	393	1387	253	293	385	267	422	903	846	461	454	708	604	775	35	271	806	430	864	328	952	840	171	301	516	528	684	566	975	160	251	924	994	461	552	948	10	10	10	325	10	10	368	1131	521	208	905	57	10	10	10	10	10	108	10	10	220	10	470	114	10	85	50	10
"41260_at"	6859.7	787	10	114	181	189	1046	8822	469	10	10	10	10	477	96	83	186	10	10	11988	73	534	303	10	785	180	10023	327	10	910	8911	951	236	10	10	10017	1492	6321	309	11554	10	10	733	10	10	2142	8009	1490	10	10	10	10	10	10	10	10	10	10	1627	10	10	10	10	10	115	10	452	10	1008	10	9619	1550
"41263_at"	10	221	10	10	183	27	44	10	142	10	258	10	10	10	10	10	21	10	10	150	31	10	95	10	146	51	10	101	53	10	69	10	15	297	59	10	12	27	47	10	10	10	20	255	533	215	271	412	10	10	38	394	268	471	655	339	66	10	10	10	10	119	744	66	34	242	10	357	58	449	243	376
"41270_at"	10	21	342	10	10	10	10	10	10	10	10	10	10	10	500	10	760	10	10	10	161	184	10	10	574	223	421	310	10	460	10	10	10	10	343	10	510	10	270	24	1640	10	10	10	10	10	10	193	194	513	458	10	10	897	1252	10	52	10	10	10	275	72	10	10	10	254	81	159	10	10	491	10
"41280_r_at"	1660.1	10	2083	2311	1435	955	2766	1975	3938	987	739	2821	1547	517	53	2457	10	10	1615	605	10	2339	1841	2391	2316	3245	980	3085	308	3930	4099	2485	786	759	3680	1078	304	2403	983	10	270	10	10	248	1372	4425	1026	10	109	522	1177	3414	10	82	10	10	631	378	6575	10	10	1762	10	430	10	1020	1244	1932	872	1246	936	1243
"41284_at"	97.2	10	55	105	219	167	10	10	83	415	304	445	28	10	334	10	180	144	52	60	10	77	10	121	26	127	360	10	188	182	10	10	101	694	257	40	498	10	10	10	10	263	104	10	10	145	10	10	10	10	401	371	258	10	10	360	155	492	167	10	732	10	846	10	344	236	708	512	169	10	10	349
"41289_at"	607.7	10	117	10	185	325	10	19	207	95	10	10	10	10	10	41	10	10	10	93	10	10	10	91	162	391	249	10	10	10	10	10	10	10	10	10	18	148	10	10	98	10	10	23	10	100	1153	10	10	10	455	273	10	55	10	34	51	10	10	10	10	46	10	220	10	10	633	10	10	10	125	1573
"41293_at"	22.1	417	22	530	140	138	98	711	10	776	10	109	72	107	10	106	78	77	494	213	167	10	141	148	10	10	10	10	504	10	15	271	10	801	507	10	432	203	270	10	268	10	84	36	198	345	10	298	36	101	26	698	136	120	154	296	396	1085	218	404	1113	21	403	206	775	513	150	390	21	10	488	393
"41296_s_at"	42.7	151	176	304	165	168	129	229	251	380	201	331	10	173	10	1289	307	435	474	84	103	114	92	200	255	46	215	10	10	97	10	142	21	247	193	172	10	555	10	87	145	10	157	81	10	10	230	10	30	10	190	269	100	122	129	10	10	60	10	17	10	138	153	87	365	10	164	44	29	10	238	10
"41297_at"	59.8	10	10	10	10	10	10	81	111	10	10	10	10	115	71	10	10	10	10	60	10	10	10	10	10	10	10	28	10	10	10	24	10	10	10	121	92	10	82	36	56	73	125	10	239	108	143	205	268	40	16	10	62	146	182	10	154	495	393	303	394	10	338	517	10	317	167	282	125	180	72	350
"41303_r_at"	48.3	73	103	10	10	10	39	10	44	10	10	10	10	15	10	10	10	10	10	22	10	10	108	12	16	135	115	10	10	14	10	10	15	53	45	10	10	10	10	100	263	10	10	50	164	10	260	70	10	44	57	2088	295	790	213	149	149	87	40	90	10	52	342	145	10	157	99	304	208	152	208	10
"41312_r_at"	1295.7	10	1102	10	1157	10	10	431	139	761	10	10	997	10	10	453	1312	780	10	152	10	184	27	10	10	1378	10	10	10	10	1140	10	1694	644	63	1042	10	10	780	10	1196	10	10	10	956	133	10	10	20	10	519	356	10	10	559	10	1112	1212	1472	1456	1348	255	3172	1420	10	1375	1835	1396	10	1551	10	1803
"41315_at"	177.6	149	154	10	179	185	209	300	307	355	207	166	192	393	10	347	10	267	256	221	89	234	183	65	111	93	213	10	10	10	10	99	167	229	73	185	10	291	180	197	229	120	127	270	308	96	132	10	10	10	39	10	110	153	41	17	77	10	10	216	10	10	155	10	10	259	383	557	203	137	128	10
"41317_at"	207.9	380	10	10	91	98	213	130	93	231	10	92	116	132	10	10	135	82	140	238	186	84	49	174	247	10	344	71	10	78	146	286	62	459	10	142	441	54	302	276	443	236	735	352	121	68	133	81	54	10	10	10	10	43	10	10	10	10	10	82	88	118	112	10	10	118	206	10	163	45	10	10
"41318_g_at"	190.5	556	338	10	172	122	223	136	191	294	60	10	394	99	37	10	45	10	258	10	324	143	25	99	409	10	378	10	23	87	92	391	20	255	167	10	674	10	261	523	471	10	616	247	10	84	10	48	10	10	10	10	10	10	10	10	223	10	10	10	14	168	10	10	19	10	479	10	185	10	218	207
"41321_s_at"	10	10	10	10	10	1006	479	191	958	808	10	1274	1652	10	763	10	1459	10	264	10	1617	10	10	10	537	10	474	10	407	10	67	100	322	10	876	1096	259	10	384	10	10	1137	10	10	478	886	10	1225	10	925	548	10	423	10	10	10	558	871	1241	10	2324	10	10	10	10	10	10	10	10	10	111	476
"41330_s_at"	60.1	56	10	10	10	14	48	10	32	158	81	10	17	175	55	10	10	52	88	59	38	101	102	82	78	166	60	30	37	55	42	84	61	28	23	91	10	10	161	109	120	10	10	74	256	234	108	10	10	49	132	76	196	123	184	77	27	39	10	13	10	160	154	10	72	29	167	218	91	176	10	10
"41341_at"	10	124	110	10	10	187	96	10	341	10	10	112	117	34	10	29	100	166	10	10	105	41	10	10	93	10	10	10	44	10	10	10	10	346	149	230	192	37	236	93	463	174	10	278	142	55	10	10	10	25	10	43	325	518	256	451	10	522	138	462	10	123	475	10	208	336	351	41	326	42	243	185
"41355_at"	1006.5	2724	340	2314	1029	2490	3070	1254	1273	4229	2842	2224	652	1100	1991	10612	265	1978	3052	1968	2690	1183	2274	356	4370	1018	4630	1567	338	3136	2150	1669	194	4049	727	2625	2197	4042	644	3583	613	7192	2635	9112	10	10	212	84	70	10	159	10	662	1495	1411	325	10	55	12	10	348	422	171	10	522	285	136	80	10	10	10	10
"41357_at"	35.4	10	10	10	10	202	10	304	10	380	99	10	57	10	10	10	143	76	153	10	10	10	10	304	99	10	10	10	10	10	10	192	10	327	426	10	10	10	285	10	10	83	10	10	129	342	66	88	10	10	149	10	27	149	59	56	10	28	10	89	10	10	10	10	115	10	10	152	10	10	85	10
"41361_at"	239.3	10	49	385	399	317	331	367	10	235	217	443	310	315	98	402	238	220	36	356	372	397	130	170	33	10	320	10	129	10	10	10	368	10	10	10	10	16	430	126	10	10	199	267	263	10	265	10	10	10	10	182	10	10	78	10	10	10	319	10	10	21	164	10	278	35	269	626	112	64	10	10
"41493_at"	159.8	126	10	138	208	177	86	10	76	311	235	40	10	41	14	169	10	43	167	353	29	34	64	179	63	10	10	124	77	176	99	87	84	166	20	10	10	14	98	127	190	10	165	121	118	89	117	10	46	10	10	31	84	152	10	320	10	203	10	64	10	80	159	10	172	53	132	10	158	10	171	10
"41497_at"	10	129	13	10	10	10	15	292	161	526	10	134	10	118	10	10	10	109	140	10	195	58	33	10	215	301	209	10	72	10	28	207	43	495	134	236	10	107	271	213	542	10	51	263	522	320	133	10	10	10	122	149	381	416	522	448	500	232	10	437	10	10	178	10	10	44	334	597	441	280	293	152
"41522_at"	10	1447	10	819	1756	396	763	596	10	1727	10	470	10	10	1165	1638	5976	1963	1195	2404	1033	454	71	10	1168	455	1926	10	10	269	10	293	10	1982	10	10	1676	839	10	935	4131	2588	2280	1897	10	10	677	1031	106	43	1906	2832	10	10	10	10	10	10	10	10	10	10	10	10	2388	10	10	10	912	10	10	10
"41523_at"	160.9	48	109	720	180	10	34	172	115	38	232	120	70	91	10	43	96	10	116	221	103	115	151	10	45	73	68	171	187	11	283	134	10	423	80	259	79	62	156	200	1733	185	212	142	1073	1796	1521	2304	585	38	1883	5199	1458	1146	68	2091	549	467	803	1121	1105	1010	1216	1660	3806	602	790	514	2192	1176	1758	910
"41531_at"	10	10	10	10	10	46	10	10	10	108	14	10	10	19	10	10	10	23	289	10	10	10	67	69	35	10	10	10	10	10	10	10	10	75	30	10	10	10	10	12	10	10	91	10	832	10	11	10	10	76	10	62	1081	1883	10	37	37	246	10	10	748	104	170	10	10	103	105	98	218	512	10	10
"41537_r_at"	553.3	1219	428	10	10	10	10	139	2179	495	10	10	1439	10	440	93	10	264	1671	10	1735	10	10	356	2829	2505	10	607	1151	1957	725	3041	652	1213	295	10	10	10	10	10	10	1024	10	10	1455	10	669	10	677	741	830	1572	3107	2169	895	1432	161	1923	1019	10	484	789	470	1259	855	1524	1361	4404	2123	10	356	637
"41539_at"	10	10	10	10	524	10	10	202	10	168	196	10	882	10	34	10	1190	325	10	835	290	128	10	10	216	10	743	84	10	10	10	10	248	10	10	465	739	10	10	300	344	228	445	1002	543	460	282	545	152	70	601	102	404	722	768	285	726	765	701	554	1125	10	742	518	1040	486	637	579	745	77	330	944
"41559_at"	461.8	131	10	10	10	238	529	496	123	901	523	22	10	99	211	844	352	100	439	738	205	456	656	27	286	142	225	10	10	10	10	25	157	98	10	199	10	18	275	219	153	10	10	10	10	81	497	10	10	10	422	167	10	10	10	506	10	10	90	10	233	10	109	10	10	10	61	94	10	10	146	10
"41576_at"	10	69	10	92	10	52	94	168	10	136	10	10	98	10	161	70	208	10	112	10	10	10	10	10	10	216	10	10	10	10	10	75	10	226	97	243	74	10	10	93	196	156	10	18	576	198	10	10	10	89	124	24	10	10	10	96	10	10	10	311	477	10	10	10	204	10	10	10	10	10	10	10
"41577_at"	679.2	827	2067	1209	1263	742	837	10	286	3033	1565	449	10	1300	10	987	5476	1353	659	786	312	386	563	10	152	10	10	547	3322	243	10	132	24	10	10	10	36	2031	130	10	10	670	535	554	10	10	10	10	13	2654	10	30	10	10	347	10	1951	10	10	10	10	522	256	10	10	12	455	1403	10	22	10	10
"41592_at"	82	10	10	10	10	10	10	10	10	10	10	10	52	10	10	10	10	10	10	10	217	10	10	10	10	327	10	10	10	10	10	10	44	1053	10	10	10	10	10	10	10	999	93	224	555	149	328	10	202	10	10	10	10	10	10	10	10	79	10	10	10	315	10	10	87	10	10	10	38	10	135	10
"41797_at"	144.2	212	34	49	315	73	90	10	92	23	10	134	379	98	10	10	252	137	190	10	257	34	208	135	198	10	290	120	75	10	19	10	89	10	43	10	80	10	35	10	10	249	58	46	264	332	10	10	142	10	10	10	10	10	10	10	10	10	484	10	10	129	15	10	10	10	25	10	10	333	287	10
"41801_at"	386.4	326	149	304	85	345	352	280	36	606	599	97	126	284	10	394	13	297	271	38	421	396	166	87	149	188	375	124	248	220	133	93	10	1048	106	630	230	353	263	107	131	624	128	654	10	10	268	83	10	54	308	1326	10	96	10	275	10	10	10	10	85	31	190	79	120	10	159	10	168	10	10	10
