	"Brain_MD_12"	"Brain_MD_61"	"Brain_MD_15"	"Brain_MD_57"	"Brain_MD_33"	"Brain_MD_64"	"Brain_MD_17"	"Brain_MD_62"	"Brain_MD_63"	"Brain_MD_32"	"Brain_MGlio_1"	"Brain_MGlio_2"	"Brain_MGlio_3"	"Brain_MGlio_4"	"Brain_MGlio_5"	"Brain_MGlio_6"	"Brain_MGlio_7"	"Brain_MGlio_8"	"Brain_MGlio_9"	"Brain_MGlio_10"	"Brain_Rhab_1"	"Brain_Rhab_2"	"Brain_Rhab_3"	"Brain_Rhab_4"	"Brain_Rhab_5"	"Brain_Rhab_6"	"Brain_Rhab_7"	"Brain_Rhab_8"	"Brain_Rhab_9"	"Brain_Rhab_10"	"Brain_Ncer_1"	"Brain_Ncer_2"	"Brain_Ncer_3"	"Brain_Ncer_4"	"Brain_PNET_1"	"Brain_PNET_2"	"Brain_PNET_3"	"Brain_PNET_4"	"Brain_PNET_5"	"Brain_PNET_6"	"Brain_PNET_7"	"Brain_PNET_8"
"X04602_s_at"	110	92	10	10	73	10	32	14	30	13	10	10	1164	10	277	10	10	10	10	10	10	133	50	189	78	265	56	226	298	10	10	10	10	10	10	33	10	10	183	101	10	96
"Y00081_s_at"	52	10	10	10	10	10	10	10	10	10	10	10	640	10	10	10	10	10	10	10	10	82	10	227	10	153	14	124	184	10	10	10	10	10	10	113	10	10	10	10	10	10
"X64072_s_at"	10	10	95	10	308	10	10	10	87	10	10	1436	813	23	921	1558	546	1097	200	10	755	536	49	188	566	627	263	324	85	130	151	10	10	10	10	1205	2096	272	19	10	10	629
"M16364_s_at"	2780	1626	2799	797	10	18	319	960	10	46	933	16000	7403	3442	10	2494	7091	973	8779	1814	9332	10	10	1177	464	10	84	7531	5876	10	16000	15964	13201	9199	11504	1019	5212	16000	4507	8227	16000	687
"M16707_rna1_s_at"	154	10	174	10	10	10	10	311	39	10	10	557	67	572	185	10	10	93	385	808	10	102	10	10	10	220	181	40	83	10	10	32	253	160	10	10	1144	209	232	101	10	10
"M17236_at"	10	63	10	10	10	10	10	10	10	10	566	2939	3225	732	584	509	10	346	792	1518	10	10	10	10	10	10	10	10	10	10	10	2033	634	1438	10	10	1548	10	10	10	478	1445
"M17236_s_at"	21	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	360	10	10	390	398	10	137	263	10	10	10	89	10	10	10	10	10	10	10	10	10	10	10	10	10
"M18255_cds2_s_at"	95	1175	178	372	25	303	10	1612	81	101	60	245	524	673	10	134	72	10	841	10	22	112	10	96	10	16	68	73	10	10	3017	1012	1628	318	10	200	298	10	10	114	606	10
"Y00083_s_at"	10	66	160	47	175	435	75	10	67	324	10	10	154	23	649	10	10	10	189	32	84	10	16	1811	10	31	147	284	10	10	10	48	198	10	10	10	1105	381	10	10	10	119
"M19309_s_at"	16	10	10	10	10	10	10	109	10	10	13	10	10	10	10	10	10	64	10	10	10	7676	362	203	1794	38	2466	30	1541	521	10	10	160	10	10	10	10	10	10	10	10	10
"M19878_s_at"	12	10	441	10	10	109	53	10	10	10	10	289	10	82	47	287	10	111	54	141	10	10	10	10	10	10	481	205	98	140	1457	10	1090	59	125	169	317	291	64	96	1709	157
"M27783_s_at"	58	10	10	10	10	229	10	10	46	10	10	10	10	200	10	10	10	107	10	10	71	10	253	82	88	10	1391	261	114	10	115	10	10	10	107	66	865	10	619	10	93	10
"M20778_s_at"	48	66	10	10	10	235	58	99	10	10	65	213	10	10	10	10	42	129	10	554	10	298	10	218	132	474	29	55	11	10	10	10	10	10	10	10	10	59	277	121	10	10
"M26311_s_at"	215	125	10	106	146	76	10	10	398	10	10	10	10	10	10	10	27	224	10	14	122	178	10	1389	435	443	16	221	199	45	54	643	10	10	58	394	201	10	108	10	10	722
"M26692_s_at"	10	10	10	10	10	10	28	113	10	10	20	152	10	88	10	10	10	10	10	18	10	71	10	17	10	10	10	10	10	45	10	466	234	128	17	10	10	10	10	10	425	23
"Z20656_rna1_s_at"	21	10	255	36	10	10	10	67	60	77	760	437	10	1003	10	10	29	10	938	282	10	10	10	10	10	10	10	10	10	10	127	10	10	10	62	10	10	73	10	10	10	10
"M35851_s_at"	10	10	29	18	10	41	10	10	35	10	10	316	510	10	183	10	236	10	146	361	10	10	10	31	10	69	10	59	10	10	84	10	57	10	10	10	250	441	10	10	10	87
"M33772_s_at"	11	40	11	106	10	101	38	10	10	10	10	218	10	100	10	10	193	42	211	10	108	56	10	186	10	10	10	10	93	10	12	10	10	10	10	10	10	10	10	10	10	10
"M23234_s_at"	10	203	60	128	10	601	10	10	16	10	74	10	10	10	10	10	36	10	10	10	10	10	10	10	10	10	10	10	10	10	42	10	10	10	228	122	10	10	10	10	10	448
"M24122_s_at"	82	10	195	58	253	52	10	226	215	10	10	32	486	247	10	10	10	10	10	564	10	221	10	10	22	160	29	10	224	10	1444	1422	28	10	10	208	10	10	10	10	10	10
"M24486_s_at"	367	10	114	148	235	306	10	10	129	75	10	10	736	106	10	677	10	2967	260	474	1095	8386	751	2959	3239	790	2931	2106	1035	15	10	10	19	10	174	998	163	741	222	10	10	177
"X12876_s_at"	588	297	174	10	10	10	10	531	10	10	10	10	10	10	10	10	10	617	10	10	10	305	446	10	1021	1298	325	117	16000	55	10	10	83	10	10	1333	10	10	39	10	10	10
"S66541_s_at"	10	4301	950	7087	682	664	10	687	10	650	119	3551	10	177	260	3710	5435	10	1242	10	10	10	10	10	10	10	10	10	10	10	1050	1173	458	10	22	10	10	10	643	1049	2374	212
"M27533_s_at"	10	10	10	10	10	10	128	70	10	10	160	10	10	10	161	47	18	80	81	329	10	10	80	10	19	10	10	10	10	260	10	337	125	10	10	68	442	10	108	233	10	87
"M31516_s_at"	32	10	86	10	10	27	32	81	81	10	10	10	10	10	10	10	10	10	10	10	10	117	10	44	10	174	10	169	62	10	24	10	76	10	80	84	10	76	10	49	52	10
"X97748_s_at"	220	191	136	230	303	682	10	10	10	11	10	10	10	10	84	477	135	10	10	18	10	251	48	40	10	1384	10	10	151	10	467	10	10	10	13	10	10	10	822	10	10	10
"X68090_s_at"	10	10	10	71	10	10	10	10	10	10	10	10	10	10	10	10	10	161	10	10	10	96	10	10	10	10	10	10	48	10	10	10	10	292	10	26	836	10	10	10	10	107
"M32879_at"	441	10	27	19	1018	477	105	2449	10	1142	10	1704	10	873	10	338	10	1212	10	404	460	1116	17	732	987	447	369	10	78	10	1414	10	10	10	712	953	10	10	718	446	10	10
"M58286_s_at"	10	195	10	10	191	132	10	10	10	10	10	562	500	10	10	324	506	2441	10	10	10	426	824	2086	590	3863	713	1924	901	25	10	10	10	10	10	2985	2058	307	10	10	10	10
"M34376_s_at"	10	10	10	10	41	10	10	10	10	10	112	10	10	29	178	21	173	10	472	10	10	10	10	10	10	10	10	10	10	10	10	104	10	10	10	105	10	10	19	10	10	87
"S37730_s_at"	479	644	10	1367	10	980	1731	10	323	10	10	180	10	23	3895	990	7789	12433	10	10	2539	1056	5276	452	10	194	3336	5265	2241	10	10	10	10	10	1899	16000	10	136	2506	10	10	7894
"X13810_s_at"	10	160	10	47	349	492	112	10	10	300	1953	3856	1405	236	527	10	855	390	2078	733	151	137	89	72	10	203	10	219	235	125	437	1430	1388	4637	134	488	3875	10	10	109	3524	1465
"M57731_s_at"	58	134	10	10	41	27	85	10	81	68	369	185	2594	123	64	10	249	10	10	159	10	13	10	62	10	134	19	134	135	10	182	10	51	978	22	589	10	114	123	119	10	10
"M37457_s_at"	332	113	384	179	10	10	1089	2630	10	231	13	10	1044	903	10	225	267	10	634	10	10	130	25	45	10	10	35	10	52	10	48	10	2471	10	10	10	10	10	10	1312	6967	10
"M86383_s_at"	10	10	193	10	10	89	24	301	10	10	10	10	10	10	10	10	10	10	10	10	10	10	455	10	10	10	10	10	10	10	10	10	288	10	10	10	86	10	10	119	653	10
"M86933_s_at"	29	59	316	265	890	134	408	396	120	319	10	65	10	448	1055	557	10	10	10	10	388	10	292	320	130	10	330	76	10	10	856	2106	1346	3800	10	49	10	1964	10	10	10	10
"M60450_s_at"	35	10	10	91	29	10	10	10	53	10	529	10	10	147	10	10	148	10	10	10	10	24	10	21	10	10	10	51	10	10	10	10	10	10	120	12	67	10	10	59	10	14
"M55682_s_at"	10	10	10	10	10	10	10	10	53	18	10	10	10	10	10	10	346	277	43	10	295	10	10	10	10	342	132	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"M57466_s_at"	76	10	58	211	10	10	10	10	10	10	10	223	10	10	2758	1631	1327	2366	10	10	318	343	210	163	517	10	10	11	51	90	364	10	10	10	10	3662	1057	656	10	10	10	3281
"S82362_s_at"	10	63	62	10	20	10	48	10	26	10	10	10	10	10	10	10	10	10	10	225	10	10	10	10	10	10	35	10	10	10	10	10	131	10	10	235	192	10	10	19	309	10
"S38742_s_at"	251	10	10	54	10	10	10	513	10	35	121	81	10	188	10	10	468	10	10	10	200	11	324	470	924	10	235	119	193	10	10	10	10	10	10	10	721	801	237	10	99	10
"M63438_s_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	310	679	2581	10	10	10	14371	38	1516	10	10	10	10	10	10	16000	10	10	3645	10	10	10
"X51823_s_at"	39	77	10	10	10	10	10	46	28	10	58	114	10	106	10	72	10	10	37	10	10	10	10	10	10	55	62	10	12	90	10	80	28	10	10	10	577	10	44	10	10	10
"M81886_s_at"	10	10	10	10	10	58	10	379	10	10	10	2032	914	342	10	10	10	10	1009	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"M68907_s_at"	1880	10	27	20	10	10	37	726	10	42	83	10	10	10	10	10	10	10	10	10	10	555	10	85	36	10	143	10	62	10	10	10	10	10	53	10	10	10	10	10	35	43
"M72885_rna1_s_at"	10	10	10	10	10	10	10	10	39	10	10	125	10	10	10	10	74	437	10	10	10	10	4037	94	2704	86	231	190	18	10	188	10	10	10	10	794	10	10	10	10	10	10
"X63131_s_at"	10	10	10	44	10	10	10	74	10	10	10	10	10	10	10	10	10	870	10	10	158	238	10	12	177	210	219	92	52	10	10	10	10	10	10	10	10	411	163	10	10	10
"M76732_s_at"	10	10	10	10	166	10	10	10	10	10	10	1617	1809	123	10	10	10	246	10	164	10	10	10	10	10	10	10	10	464	10	10	10	10	10	268	74	307	2493	544	10	1050	10
"X74929_s_at"	10	120	53	191	10	38	10	10	10	10	10	568	10	159	10	10	10	2056	10	202	10	124	132	10	742	1202	10	10	10359	381	10	1101	1128	302	10	10	10	10	133	10	10	10
"M77348_rna1_s_at"	241	10	68	10	10	10	10	602	10	25	10	10	10	649	10	10	10	194	10	10	42	159	10	10	10	10	10	10	16	210	10	458	1080	2686	10	10	10	10	624	10	10	10
"M77829_s_at"	740	10	333	10	105	10	10	10	10	10	10	710	1598	10	2131	943	5289	6732	10	10	10	10	10	10	10	10	10	10	10	10	1117	10	10	10	10	10	1519	10	10	10	10	10
"M81778_s_at"	10	122	27	10	10	10	10	3353	60	27	20	10	10	94	10	10	10	10	37	10	10	22	10	38	10	28	186	10	18	10	60	10	109	39	44	47	28	43	10	10	291	10
"M83652_s_at"	10	10	10	10	10	70	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	436	254	10	10	10	94	53	10	10	138	10	425	116
"X03794_s_at"	10	10	10	10	10	10	10	10	209	10	10	10	10	94	10	10	10	500	10	10	10	1380	400	10	947	69	775	230	289	10	10	10	10	10	10	10	10	125	10	10	10	10
"X57348_s_at"	10	10	10	10	10	138	10	10	10	10	10	677	43	247	10	10	10	10	10	10	10	119	10	10	10	10	10	186	1424	120	169	345	10	10	40	10	538	2394	10	10	17	233
"Y10141_s_at"	483	1607	1005	2980	1577	1564	8302	10538	359	447	10	2108	2772	1824	223	1219	10	259	1622	2975	758	592	10	234	10	129	319	226	232	10	4079	10	336	10	1057	816	4529	1185	10	12121	1493	1958
"M95585_s_at"	17	16	20	10	10	10	28	655	10	10	243	223	707	259	141	670	103	10	564	150	10	10	10	10	10	10	10	30	10	10	10	10	679	131	10	41	10	10	10	285	128	40
"S76978_s_at"	56	10	10	33	25	13	10	10	46	10	10	38	33	17	10	72	10	10	37	10	10	559	10	13	10	10	11	63	13	45	801	10	10	10	62	107	10	21	10	24	175	10
"X63741_s_at"	836	10	10	10	10	10	27	10	28	10	31	2889	389	135	10	10	454	10	10	51	264	10	10	383	10	10	10	103	10	10	176	10	10	10	10	10	10	931	10	10	10	658
"X57809_at"	72	10	108	125	10	123	10	386	10	10	10	10	62	177	10	36	10	141	189	23	30	203	10	10	17	184	485	123	85	636	10	10	64	10	13	246	10	185	10	10	10	10
"S62028_s_at"	30	10	10	37	98	27	788	10	10	10	10	393	274	141	10	29	10	293	10	10	54	326	10	10	10	239	137	10	10	140	267	10	10	147	94	39	192	10	108	235	16000	375
"S57153_s_at"	71	10	40	10	114	15	56	127	10	10	236	10	57	29	69	76	67	38	86	10	27	14	10	64	10	10	10	10	10	10	10	10	10	10	10	144	10	10	99	74	10	10
"U95019_s_at"	28	10	180	10	10	10	120	194	10	10	351	169	274	183	10	240	110	10	75	10	427	48	10	13	50	10	10	10	10	10	169	10	612	229	10	10	750	54	10	129	519	285
"U15641_s_at"	10	10	11	10	10	189	10	10	10	10	10	10	10	10	14	10	10	10	10	10	568	132	10	554	479	10	10	10	10	10	182	10	10	630	10	53	10	10	10	10	40	10
"S75256_s_at"	73	356	10	10	10	278	13	290	48	10	421	693	688	165	10	10	146	50	488	437	10	27	10	423	10	10	123	105	10	10	418	803	10	157	10	86	788	356	10	10	624	10
"U05012_s_at"	10	63	160	564	10	578	10	10	154	283	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	278	36	10	10	10	10	10	10	10	10	10	10	10	10	10
"S82471_s_at"	61	10	127	29	10	10	10	10	32	10	10	158	134	10	121	10	10	60	217	10	10	10	10	10	10	62	110	65	18	70	10	104	10	10	10	10	740	340	198	131	361	84
"U04806_s_at"	235	10	51	45	10	174	10	10	10	10	577	961	842	501	976	112	121	143	10	258	10	10	231	10	69	31	170	23	76	10	72	10	10	502	17	212	298	10	579	230	10	10
"U51010_s_at"	10	10	10	10	10	10	10	10	181	10	10	10	10	10	10	10	10	3269	10	10	10	1075	10	777	10	6457	104	222	61	10	10	10	10	10	10	310	2096	5468	10	10	10	10
"U09178_s_at"	2427	42	226	31	18	102	320	882	10	490	13	229	10	10	245	200	627	459	32	10	339	417	10	72	10	210	91	17	217	10	242	10	54	10	10	184	682	10	10	210	10	340
"U28758_s_at"	32	10	64	31	54	30	10	194	53	66	146	10	10	10	109	10	112	10	10	122	10	129	10	66	10	10	10	10	15	10	84	10	10	170	10	24	10	10	158	10	10	10
"U27516_s_at"	135	108	73	10	10	124	10	354	67	10	10	10	10	153	10	10	114	10	10	10	33	359	172	44	10	213	10	92	41	10	10	209	227	10	10	140	10	10	10	10	10	294
"U12424_s_at"	10	10	11	19	10	83	85	1524	10	10	10	120	10	123	10	240	54	10	10	10	10	33	10	442	10	10	11	53	10	10	10	10	137	10	10	10	413	100	10	10	221	10
"U29943_s_at"	90	1215	298	438	10	354	240	2860	186	558	209	180	10	377	10	10	139	10	309	10	10	55	10	15	10	62	167	49	55	10	163	233	16	10	17	72	10	152	74	2225	116	131
"X75346_s_at"	301	10	169	208	10	221	190	10	108	135	10	10	10	123	10	98	10	198	233	10	610	294	10	772	386	93	251	190	37	10	10	10	76	10	10	349	10	10	10	10	233	10
"U13696_s_at"	10	10	10	40	10	155	10	31	10	10	10	32	10	10	10	353	10	295	10	10	10	10	18	10	10	10	10	199	51	140	218	10	10	10	17	10	10	10	158	10	10	10
"U14577_s_at"	10	10	10	10	125	10	10	10	10	10	270	295	616	10	10	586	10	10	10	371	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"U16120_s_at"	49	25	22	10	10	10	53	138	16	10	209	10	10	10	10	10	29	32	10	10	10	12	10	38	10	10	10	10	10	10	10	24	10	36	250	35	288	10	10	10	10	52
"U16811_s_at"	150	214	10	347	232	146	10	10	39	10	10	109	10	10	10	10	10	10	10	10	186	249	122	279	220	172	10	10	83	10	36	10	10	10	22	233	10	10	10	10	122	10
"U22314_s_at"	11	10	29	10	10	10	56	124	64	10	306	10	182	53	10	61	10	10	10	202	10	111	34	185	10	119	165	10	10	70	200	80	10	10	192	10	855	267	123	10	560	355
"U22970_rna1_s_at"	200	835	349	44	381	992	10	10	90	10	10	415	10	94	10	280	2117	485	303	10	928	10	10	10	40	35	10	130	23	10	10	24	10	10	10	10	317	455	10	10	1843	1684
"U32499_s_at"	10	10	10	10	10	10	10	10	10	10	349	874	356	10	242	10	10	10	10	10	38	10	10	10	52	10	10	10	10	10	10	10	83	108	10	10	596	10	173	10	10	81
"U27333_at"	10	221	10	10	10	10	10	336	10	10	10	617	10	10	32	10	10	10	10	10	10	10	10	10	10	10	10	10	10	676	10	10	1083	292	456	64	10	10	10	10	10	10
"U27333_s_at"	10	10	10	10	10	10	10	276	10	10	10	10	10	10	10	10	10	14	10	314	10	10	10	10	10	10	74	10	10	10	346	10	35	10	10	10	10	117	391	10	10	10
"U28488_s_at"	52	10	10	104	25	55	10	10	10	10	10	207	158	10	66	404	355	449	10	10	175	34	10	10	21	244	104	113	94	50	10	64	10	10	10	105	10	103	10	10	17	75
"U32674_s_at"	106	10	10	10	10	10	10	10	10	10	10	10	10	265	10	10	10	10	10	10	70	155	10	213	208	10	10	10	10	526	10	2194	10	2798	10	10	1269	10	94	10	729	10
"U90065_s_at"	10	932	311	308	10	10	10	10	10	10	10	10	341	10	178	251	10	10	10	10	10	16	10	10	10	10	10	10	10	10	1857	10	3273	2512	188	10	10	10	84	10	10	166
"X82850_s_at"	76	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2820	238	10	506	10	10	10	67	10	10	297	10	10	10	237	285	10	10	693	10	10	10
"U35637_s_at"	131	127	38	25	43	10	90	241	10	10	10	131	10	10	44	10	13	10	108	42	10	122	10	10	10	122	33	32	33	10	10	10	10	10	10	10	10	10	69	10	10	119
"U41163_s_at"	10	10	10	10	10	10	534	10	10	10	10	10	625	10	10	98	10	10	10	258	4051	10	10	10	89	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"U41315_rna1_s_at"	177	10	18	34	10	10	940	1442	10	126	148	98	10	112	10	61	193	10	575	61	90	867	333	1925	528	148	87	399	302	10	552	10	10	10	10	134	10	177	10	10	10	29
"U43916_s_at"	126	47	79	10	95	241	137	159	80	10	10	114	1073	389	532	1380	2921	2852	119	10	125	345	17	10	427	131	340	2756	444	300	10	88	400	10	10	10	10	103	10	121	10	10
"U45448_s_at"	40	59	64	10	155	108	76	70	33	101	10	573	255	360	64	10	186	10	732	211	10	10	295	54	10	352	25	71	46	100	789	1881	125	39	568	394	836	98	450	873	490	2756
"U50361_s_at"	10	99	10	28	10	11	63	127	10	10	10	10	10	10	10	43	330	10	10	10	10	291	10	587	10	45	10	84	41	10	10	10	10	10	10	10	221	27	10	69	10	10
"U59877_s_at"	16	10	163	10	10	10	10	10	10	10	4429	4578	1593	3743	1957	3896	3445	2787	9229	3186	1669	1843	10	4074	10	1652	10	2435	903	10	1038	10	10	10	241	10	4000	10	386	10	758	2748
"X60787_s_at"	129	11	10	134	10	535	10	503	10	10	10	10	10	17	10	21	10	10	10	10	223	290	112	482	494	10	299	472	322	130	10	10	10	10	304	10	10	10	10	37	10	10
"U79261_s_at"	10	1078	920	723	463	751	879	2062	316	745	590	3037	2045	10	10	10	10	10	1953	2204	10	179	255	10	10	10	10	10	203	135	5045	1535	2731	2571	10	202	10	10	326	888	1558	10
"Y08417_s_at"	10	155	84	23	10	10	120	138	10	10	10	245	553	183	10	10	13	10	396	173	10	10	10	10	10	10	43	10	32	10	10	1036	458	420	147	59	57	10	10	17	513	101
"U64573_s_at"	10	10	36	10	10	26	113	10	39	10	144	196	481	10	69	80	123	10	336	10	10	209	10	884	35	10	211	693	10	10	66	209	102	29	10	82	211	10	10	32	402	10
"X00437_s_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	143	66	10	10	244	10	10	10	10	10	10	10	10	10	10	1875	807	10	10	10	10	10
"Z70276_s_at"	30	33	81	50	10	29	42	134	10	10	593	185	10	448	34	10	258	60	2300	455	10	10	10	67	10	76	96	36	19	10	254	10	381	10	246	80	38	10	10	260	752	384
"U86755_s_at"	10	30	10	20	10	10	10	10	39	10	202	10	77	141	94	10	202	44	352	150	105	81	10	172	10	16	10	10	10	10	10	10	10	10	183	10	509	130	163	27	64	37
"Y07565_s_at"	10	66	117	34	10	105	17	2073	117	150	327	355	72	442	10	21	132	34	971	122	18	18	10	109	10	10	69	10	10	10	431	1446	1205	1323	10	39	586	207	108	156	10	186
"U75309_s_at"	80	10	27	18	10	10	10	287	10	50	99	10	10	29	10	10	10	10	135	10	10	143	10	10	170	10	25	21	10	10	224	10	10	10	10	10	10	122	10	10	10	101
"U76764_s_at"	54	10	10	10	10	10	10	10	10	10	47	10	62	47	56	411	997	704	206	10	636	2373	10	7098	973	728	340	153	289	491	388	10	339	10	10	188	10	10	10	10	10	393
"U79115_s_at"	245	10	23	10	120	10	10	77	10	10	484	284	418	206	39	10	10	10	10	507	186	10	10	85	88	167	10	10	10	10	169	10	16	10	22	10	10	182	10	285	10	725
"U79667_s_at"	10	10	237	627	10	10	10	620	10	10	63	10	10	637	10	10	10	10	455	112	10	10	10	10	15	10	10	10	10	10	2804	321	5232	5409	10	10	10	10	10	10	10	10
"Y10262_s_at"	48	226	10	10	10	10	23	120	64	27	10	300	216	141	10	10	261	10	434	117	10	143	10	163	45	10	39	34	10	10	10	10	10	10	10	10	230	351	10	200	676	136
"U83598_s_at"	10	10	81	40	10	10	10	10	10	10	38	10	125	10	69	10	10	119	10	10	24	50	102	165	74	21	124	10	10	250	224	434	368	676	340	86	96	585	178	10	10	10
"U90552_at"	42	10	10	10	10	10	10	485	10	10	10	10	10	10	10	10	10	10	10	10	245	222	259	10	379	10	10	347	57	10	10	10	10	10	10	78	10	10	10	10	10	10
"U92457_s_at"	10	10	716	170	10	85	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4286	4107	8530	6325	10	10	10	553	10	10	10	10
"X17644_s_at"	758	10	10	264	10	310	10	939	126	10	10	10	10	10	10	273	10	813	10	10	1056	2485	323	3308	1542	11	895	567	901	10	10	10	10	10	10	225	10	10	10	406	10	10
"X04470_s_at"	10	10	10	10	10	10	10	10	10	10	1197	10	10	10	10	10	517	370	1079	10	10	10	10	10	691	10	764	10	10	10	10	731	872	10	10	10	1452	10	634	10	233	10
"X07619_s_at"	10	880	139	576	1191	562	93	10	10	126	972	1813	1342	785	391	138	10	439	987	2354	74	10	10	10	10	10	10	76	32	957	1183	554	1090	1143	483	10	702	215	10	200	402	116
"X14885_rna1_s_at"	138	118	20	224	10	31	119	262	10	10	10	10	91	118	10	10	108	115	10	70	25	84	762	10	287	117	10	51	80	175	10	10	10	10	10	59	173	24	10	66	10	10
"X52426_s_at"	10	10	57	10	248	10	10	10	10	10	10	10	10	10	10	10	94	10	634	10	10	10	86	10	10	10	10	10	153	10	849	10	10	10	10	10	10	10	163	10	10	781
"X14690_s_at"	10	10	10	10	91	10	10	10	10	10	10	114	10	106	54	61	10	10	10	108	10	10	10	10	10	10	10	10	10	10	10	10	201	249	143	20	86	10	10	183	10	10
"X60955_s_at"	421	10	10	10	10	10	10	92	10	10	10	10	10	10	10	10	10	10	10	10	10	2414	10	10	371	10	1806	10	748	10	10	10	10	10	10	10	10	10	10	104	10	10
"X60104_s_at"	10	42	10	10	10	10	10	251	10	178	566	10	10	602	287	109	229	10	10	263	107	10	10	199	10	10	10	380	10	10	746	10	240	10	10	10	769	525	10	10	921	206
"X63522_s_at"	106	10	10	44	10	10	182	131	21	10	10	27	91	10	10	10	10	10	10	10	10	163	10	70	10	194	10	157	71	10	10	10	10	10	10	161	10	10	10	10	10	10
"X83490_s_at"	17	10	31	50	18	52	79	102	10	10	83	311	52	10	84	10	353	149	97	192	898	10	119	1478	116	98	41	190	47	10	10	10	10	10	10	57	846	425	10	10	245	192
"X76223_s_at"	108	10	125	10	36	10	10	10	10	10	466	2513	231	10	1281	83	10	10	10	10	44	116	10	10	10	10	10	10	128	10	1044	618	1006	10	10	10	10	10	163	10	1400	10
"X81836_s_at"	102	10	16	10	10	96	34	251	46	10	101	87	10	10	10	10	10	10	271	37	10	57	10	194	10	16	10	10	10	10	10	24	10	10	10	113	28	98	10	10	10	81
"Z70218_s_at"	10	10	10	49	10	168	10	10	10	92	286	10	10	106	10	10	10	10	184	10	430	10	10	10	10	10	10	10	10	10	121	10	10	305	10	10	259	10	10	10	10	10
"X83301_s_at"	40	49	10	97	10	80	10	251	28	113	10	10	10	23	10	10	63	10	10	10	41	120	277	10	10	10	10	10	62	210	54	10	10	10	10	10	10	185	10	71	10	10
"X87871_s_at"	10	174	10	81	10	10	10	10	10	160	10	262	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	313	218	472	10	10	105	10	500	10	10	10
"X98178_s_at"	62	21	10	10	10	10	35	38	69	10	180	152	10	10	10	10	227	10	124	10	10	10	10	115	10	10	33	26	10	10	248	10	76	10	138	97	634	27	10	42	414	256
"Y10514_s_at"	68	474	163	249	312	186	58	95	19	500	191	38	10	10	10	10	10	10	97	18	10	10	10	10	10	10	34	15	48	10	10	72	80	124	10	64	10	122	14	168	93	139
"Z48519_s_at"	92	10	10	10	173	10	10	74	10	240	469	10	81	525	10	69	274	267	10	75	39	10	10	70	10	50	15	32	44	10	10	217	10	10	10	49	365	10	133	10	326	198
"K02882_cds1_s_at"	176	309	202	38	10	254	196	28	197	10	315	10	10	10	10	10	10	10	1074	568	10	10	10	10	10	304	10	10	34	10	309	10	487	325	309	343	538	362	421	535	1056	713
"X89399_s_at"	11	10	10	10	10	18	105	10	117	10	42	10	10	141	374	243	695	443	54	10	895	148	10	472	471	277	73	71	161	10	230	10	10	10	17	1120	365	10	163	10	52	285
"M21305_at"	10	10	202	10	10	10	160	138	80	10	10	10	10	10	10	1493	10	10	10	10	10	10	10	10	10	28	10	632	228	30	10	10	1798	10	10	72	10	215	10	111	169	416
"HG2147-HT2217_r_at"	183	10	123	32	10	305	20	287	266	10	10	10	10	10	10	10	10	10	10	10	10	10	24	10	10	306	164	10	41	717	698	32	10	256	465	115	10	348	530	635	1272	10
"HG2365-HT2461_at"	10	10	10	10	15	10	10	400	10	10	10	458	206	247	10	10	87	10	412	484	38	10	10	10	10	10	10	57	10	90	206	506	314	765	10	10	10	291	133	297	332	10
"HG3033-HT3194_at"	10	10	543	10	977	10	10	10	10	10	405	152	1160	10	10	1099	10	331	1996	10	284	10	10	10	10	10	272	321	10	10	10	10	10	10	10	10	10	751	10	10	10	10
"HG3731-HT4001_r_at"	10	10	10	12	10	51	10	10	10	10	90	661	10	336	10	10	10	14	10	465	19	10	49	10	26	10	10	10	10	10	10	10	10	584	10	10	10	10	10	10	10	10
"HG3991-HT4261_at"	10	10	10	10	10	44	80	10	10	10	10	327	10	10	10	10	10	10	10	404	10	10	10	10	10	10	10	10	10	75	200	739	198	118	10	10	10	10	10	10	10	10
"HG4340-HT4610_at"	10	10	10	10	10	10	10	10	10	10	10	71	14	129	10	29	10	10	233	10	10	10	10	10	10	14	10	10	10	10	10	10	10	10	134	10	846	10	118	10	10	10
"HG4557-HT4962_at"	178	620	81	229	120	569	35	1042	179	101	112	387	149	383	34	182	148	115	10	136	453	1794	690	402	545	788	368	957	812	10850	333	10	282	318	10	10	10	956	113	597	274	151
