	DLBC1	DLBC2	DLBC3	DLBC4	DLBC5	DLBC6	DLBC7	DLBC8	DLBC9	DLBC10	DLBC11	DLBC12	DLBC13	DLBC14	DLBC15	DLBC16	DLBC17	DLBC18	DLBC19	DLBC20	DLBC21	DLBC22	DLBC23	DLBC24	DLBC25	DLBC26	DLBC27	DLBC28	DLBC29	DLBC30	DLBC31	DLBC32	DLBC33	DLBC34	DLBC35	DLBC36	DLBC37	DLBC38	DLBC39	DLBC40	DLBC41	DLBC42	DLBC43	DLBC44	DLBC45	DLBC46	DLBC47	DLBC48	DLBC49	DLBC50	DLBC51	DLBC52	DLBC53	DLBC54	DLBC55	DLBC56	DLBC57	DLBC58	FSCC17	FSCC3	FSCC14	FSCC11	FSCC8	FSCC16	FSCC15	FSCC5	FSCC10	FSCC12	FSCC4	FSCC13	FSCC7	FSCC18	FSCC6	FSCC19	FSCC2	FSCC9	FSCC1
S76756_s_at	26	10	127	41	237	10	20	10	10	10	205	59	156	126	273	221	192	109	272	10	234	10	10	39	80	261	246	147	10	96	10	10	12	71	10	10	10	17	10	53	129	51	76	10	18	146	109	167	43	161	10	304	10	235	82	64	36	134	170	10	310	10	18	10	108	70	66	249	10	10	10	145	16	10	10	76	10
S78873_s_at	10	144	207	218	108	166	343	265	334	308	306	291	45	189	10	178	211	10	74	10	117	10	104	143	384	10	10	10	10	13	10	302	542	54	10	35	265	167	10	27	10	39	10	22	22	95	10	113	228	80	10	54	184	10	10	10	118	10	10	10	10	10	10	2133	10	77	10	115	10	108	10	252	10	10	71	10	10
S81737_s_at	190	18	10	10	10	10	10	10	10	119	17	10	70	85	10	61	10	113	10	101	90	10	10	117	10	10	165	10	107	58	215	10	344	86	231	215	44	73	20	38	23	10	313	31	10	10	10	10	36	161	10	10	84	10	136	221	17	10	10	46	265	10	120	772	33	202	10	40	10	186	21	106	57	10	100	89	10
S83325_s_at	10	10	10	93	10	118	47	10	68	10	10	10	171	265	48	81	57	548	10	30	29	159	40	10	10	173	245	10	210	52	10	57	83	122	10	54	10	73	10	10	10	83	80	10	14	10	72	54	76	34	10	10	64	20	79	15	10	80	82	10	148	10	110	403	10	10	21	141	10	38	10	10	159	159	61	139	63
U02566_s_at	164	163	76	10	228	131	61	10	130	199	356	10	180	10	10	89	10	10	264	252	10	206	72	10	10	10	138	10	114	10	10	438	10	99	10	478	17	133	10	266	103	218	131	68	108	522	10	10	10	10	356	10	138	10	314	365	330	10	10	406	10	110	187	10	10	51	140	588	10	377	283	191	239	10	272	121	442
U29463_s_at	94	163	114	101	10	387	61	140	110	281	10	509	104	10	10	69	73	79	10	19	10	156	114	10	75	10	10	31	109	107	275	121	12	158	10	156	126	212	10	70	62	98	85	115	58	353	10	10	10	15	181	298	11	11	91	30	70	102	28	61	10	10	10	42	10	53	20	10	59	40	168	69	24	117	10	10	114
U07969_s_at	232	18	304	279	97	86	29	141	185	10	268	88	10	55	239	238	10	198	315	10	101	300	10	149	178	64	161	91	10	213	294	84	10	158	10	10	49	10	744	212	10	10	110	76	10	439	10	106	57	162	10	327	217	320	34	317	78	104	264	266	172	388	151	10	331	184	10	163	10	10	193	324	10	382	41	10	10
U51010_s_at	10	316	27	148	10	161	10	242	75	254	10	10	417	10	66	94	174	10	288	10	10	3502	261	283	716	1444	85	10	10	100	1849	789	10	2929	10	251	10	10	10	100	265	465	284	10	149	567	10	135	908	192	1059	10	692	253	1194	276	373	486	358	10	265	220	302	47	231	383	1025	590	673	66	427	93	635	307	417	247	250
U08191_s_at	253	303	518	319	75	10	10	10	10	272	306	24	10	10	10	10	10	10	87	10	10	10	10	10	10	10	10	367	10	10	217	158	10	163	10	15	294	221	596	242	10	42	10	10	10	883	10	10	190	10	10	383	11	10	547	10	201	193	286	10	10	10	10	10	537	183	146	541	317	568	203	532	145	287	10	60	10
X75346_s_at	38	36	248	192	68	10	122	159	113	17	138	128	10	29	10	336	51	61	151	10	10	10	172	10	10	10	10	129	10	54	97	138	10	347	10	321	164	394	10	169	54	74	10	153	72	130	14	313	10	134	229	10	144	183	283	11	38	93	96	71	10	10	41	10	144	122	41	108	475	236	117	10	221	51	226	34	10
U14577_s_at	27	10	10	10	10	10	10	10	10	99	109	10	10	10	414	64	456	10	10	120	10	149	10	10	10	10	433	10	10	151	10	10	10	37	10	10	10	10	10	10	10	65	406	10	10	10	10	10	10	110	10	10	10	190	10	10	141	112	10	17	409	570	127	10	110	10	10	548	10	103	10	10	216	10	10	44	15
U22970_rna1_s_at	10	10	288	10	10	314	282	91	10	10	10	239	345	1451	948	10	452	183	10	10	10	1137	10	211	386	68	10	10	10	209	166	205	10	270	1578	10	166	146	229	10	10	10	10	88	10	10	10	10	65	214	10	10	10	10	1441	310	143	1204	10	10	10	10	10	10	10	10	309	10	10	10	10	10	10	10	15	10	10
U75276_s_at	172	192	33	59	143	210	165	110	308	18	191	214	163	10	10	292	10	158	424	10	10	116	220	10	289	10	10	10	10	47	10	10	365	222	47	53	31	199	10	44	10	68	10	100	10	230	10	10	37	10	467	175	269	10	162	99	65	10	10	10	10	10	153	10	129	248	10	51	26	170	10	209	124	10	179	10	10
U32674_s_at	255	227	66	636	166	204	526	280	10	180	69	219	129	403	139	251	673	10	10	10	188	423	10	10	161	689	33	10	235	104	555	90	141	614	10	575	375	37	1134	10	249	77	15	44	10	10	10	10	892	49	10	10	294	10	104	113	132	213	142	189	10	10	48	2644	121	71	47	94	10	96	10	458	122	945	268	144	10
X89986_s_at	1506	216	2083	622	2707	1861	54	119	2191	276	3265	46	5583	927	87	2051	705	1785	388	1376	425	180	109	108	10	10	3888	355	10	1652	4185	3047	1918	660	10	486	390	1493	10	710	602	10	1007	1325	62	48	2444	2068	539	24	10	2535	2271	702	97	30	87	653	36	224	10	195	150	206	122	429	328	610	272	1567	39	274	176	10	919	356	10
U35637_s_at	10	3102	10	10	33	10	10	10	28	4161	10	25	10	10	28	25	30	74	49	10	10	10	66	62	67	10	10	10	11	10	17	309	10	10	10	10	30	10	61	10	71	10	11	10	56	51	107	10	10	23	11	10	41	10	19	40	10	43	10	58	10	10	33	34	32	10	10	10	47	10	35	20	10	10	10	10	10
U35835_s_at	76	10	10	10	10	10	10	124	10	10	10	10	274	92	213	791	221	489	425	303	10	432	193	215	137	10	10	103	10	246	444	192	10	594	10	205	20	15	10	115	284	407	10	10	81	2741	282	350	33	689	43	52	31	363	976	10	127	241	116	10	10	10	10	10	77	85	10	149	268	486	86	132	110	10	115	92	10
U74382_s_at	230	158	10	152	340	10	280	185	186	417	44	213	262	304	167	251	10	328	10	181	29	10	151	10	10	39	10	10	205	10	247	96	113	86	10	46	83	136	427	10	17	202	299	32	99	10	187	10	20	118	10	10	148	601	283	10	120	10	10	20	22	402	79	180	443	164	175	97	10	272	105	58	216	10	304	175	161
X93511_s_at	113	109	260	168	268	143	10	299	10	184	10	145	10	99	54	113	24	87	86	10	77	10	139	73	70	22	10	76	54	10	249	127	10	10	10	253	191	229	232	63	10	10	10	90	52	176	93	103	10	51	166	128	124	90	123	10	91	23	122	71	10	10	10	10	53	135	110	136	183	79	129	69	10	10	10	10	179
U41315_rna1_s_at	146	10	244	23	447	74	10	61	139	96	10	10	289	10	10	200	122	93	1031	10	10	65	235	80	25	10	10	10	10	10	185	10	52	779	10	264	334	129	10	20	216	66	10	10	219	1257	66	297	229	23	36	99	108	69	232	10	175	60	233	168	10	10	18	10	64	429	10	165	468	221	282	441	124	10	298	101	10
U45448_s_at	16	275	29	51	331	227	205	59	10	126	560	121	10	10	59	10	69	16	78	10	10	126	107	62	181	252	10	180	10	54	10	121	73	105	10	515	113	316	235	19	104	32	10	10	24	10	10	10	42	86	147	423	45	80	10	46	14	47	149	10	10	10	10	2369	10	114	120	58	46	324	128	141	160	10	10	60	253
Z54367_s_at	251	122	569	329	189	294	10	242	10	10	10	216	10	369	389	111	95	145	375	10	441	158	206	175	52	158	171	94	423	10	517	447	10	117	259	231	10	50	509	97	10	10	10	59	10	308	206	188	10	185	10	359	148	315	216	135	10	473	564	306	322	438	10	2000	208	10	106	534	26	270	172	114	10	209	10	76	320
U56402_s_at	10	409	615	251	250	477	303	312	161	550	385	570	673	322	64	218	415	10	410	150	103	319	10	83	63	10	32	10	228	14	357	10	1265	646	10	486	958	1939	10	15	10	519	10	827	10	208	122	10	328	61	577	398	10	122	474	10	77	131	12	10	10	10	10	10	51	10	10	219	10	145	10	318	111	10	114	10	10
U59877_s_at	100	445	344	10	173	544	10	205	10	769	10	572	119	10	10	10	10	131	597	10	10	79	10	10	10	10	10	10	10	10	552	10	10	698	10	512	63	541	497	10	12	65	10	843	10	10	10	10	697	10	51	10	79	10	112	16	33	927	10	99	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10
U79261_s_at	10	276	547	549	745	350	617	535	430	10	807	646	310	10	136	231	429	106	211	10	210	10	10	64	238	10	114	10	125	10	10	10	753	10	61	10	477	729	541	10	10	10	60	601	187	10	57	74	78	49	87	10	10	69	10	103	10	420	10	10	10	10	56	10	173	10	10	208	10	10	10	10	10	127	10	200	255
Y08417_s_at	179	20	47	31	99	57	10	10	15	133	10	10	10	163	146	79	28	10	279	10	322	10	10	81	74	311	149	10	414	10	126	67	10	10	56	10	10	10	503	41	24	10	99	10	101	246	78	154	25	32	30	10	108	254	10	83	88	158	29	39	10	363	10	811	398	121	389	261	58	10	135	162	48	688	47	10	490
U72263_s_at	55	249	72	138	39	91	133	66	60	239	10	135	165	226	10	91	10	121	11	50	10	39	34	10	140	10	10	37	10	152	145	10	262	153	10	147	80	161	10	10	16	109	10	75	10	61	10	10	199	58	74	10	138	37	226	10	12	24	10	10	13	10	80	10	29	111	10	97	109	135	10	37	237	67	284	122	10
X56687_s_at	10	10	514	474	10	256	10	85	83	28	274	272	10	251	33	64	230	10	132	10	508	10	26	126	15	10	10	228	10	10	10	218	90	129	10	197	454	358	168	10	30	27	42	219	10	40	286	65	93	247	114	10	10	256	96	10	22	135	145	10	10	10	10	10	177	10	326	199	50	171	165	10	10	143	10	18	152
U76764_s_at	55	934	951	1366	58	1085	359	867	404	1085	358	1922	822	908	41	10	367	10	168	10	10	820	10	467	688	10	10	10	10	110	372	43	277	1412	66	1874	825	383	145	217	215	290	10	1068	10	512	10	10	302	427	312	10	308	10	455	10	630	866	140	139	87	10	10	10	163	176	211	805	314	145	195	335	379	29	345	120	10
U86759_s_at	136	228	10	121	10	10	10	182	10	145	10	106	55	73	10	10	522	10	10	55	10	538	10	129	10	232	520	10	807	10	430	219	10	303	10	10	10	10	10	121	10	257	336	10	10	10	174	10	10	344	10	181	113	620	195	381	138	372	1085	10	142	10	10	10	10	245	10	1042	10	89	10	125	319	10	10	10	77
U90552_at	10	348	33	186	271	476	239	380	282	437	10	424	190	39	10	33	10	10	10	162	10	10	133	10	57	10	10	10	10	24	193	10	162	219	10	802	402	108	10	74	55	136	15	460	10	168	96	10	50	10	116	276	289	10	319	10	118	26	106	10	10	10	209	10	158	159	115	10	168	138	360	181	528	35	458	152	131
X17644_s_at	10	10	10	91	10	188	235	69	334	10	10	161	704	595	10	313	180	174	10	10	10	361	224	212	302	10	10	32	10	503	485	10	773	738	10	352	119	529	10	38	94	1005	10	287	10	2039	10	401	887	308	648	170	393	10	1187	10	61	108	10	474	10	10	10	759	10	10	10	10	217	399	10	10	100	10	71	10	10
X04470_s_at	49	198	10	10	10	10	198	10	10	165	331	155	10	408	164	10	10	10	75	10	266	41	10	10	10	60	280	10	354	10	10	10	10	785	255	146	10	10	10	60	10	126	336	10	10	10	199	10	10	10	141	10	10	10	10	164	10	10	10	128	3913	407	237	10	10	10	12	10	10	205	170	152	69	305	10	10	351
X07619_s_at	10	10	13	339	212	65	289	10	202	10	38	211	133	507	450	10	673	10	44	10	10	399	10	209	10	10	398	10	171	10	10	54	311	281	160	10	38	46	98	10	10	137	10	251	109	10	10	10	48	163	10	10	10	449	111	10	10	173	103	10	350	10	91	10	10	10	10	558	10	10	10	10	21	10	10	10	13
X13100_s_at	10	1511	30	37	10	49	10	94	22	1849	155	86	10	193	162	10	15	10	101	10	274	10	10	11	68	10	10	27	48	10	90	17	10	19	18	10	10	82	419	92	34	10	10	55	38	10	117	46	17	10	154	143	67	125	31	29	10	88	71	99	10	10	69	210	90	10	60	19	18	41	62	46	10	177	10	10	75
X52426_s_at	10	41	10	10	10	322	10	10	44	10	10	10	380	10	10	10	17	10	10	10	428	10	25	399	140	10	51	10	132	10	84	506	10	10	51	10	10	10	10	69	303	10	10	10	89	10	265	10	296	10	10	10	209	10	110	10	10	335	10	10	988	10	10	3082	10	10	240	10	10	10	10	10	10	10	15	10	10
X61755_rna1_s_at	167	1106	10	15	136	383	221	166	10	657	17	424	280	555	10	355	163	223	10	294	10	10	10	10	106	10	737	50	10	198	1002	431	10	48	670	251	176	400	820	121	10	123	274	480	10	10	10	10	10	398	10	386	87	10	71	143	509	308	10	10	111	10	10	10	59	10	10	267	317	338	10	10	95	10	10	10	726
X85781_s_at	115	10	50	89	252	250	239	237	251	99	57	103	76	207	234	46	195	164	113	10	127	250	10	21	10	10	269	10	10	222	40	245	509	10	10	11	34	49	186	19	10	300	10	189	10	10	113	47	141	238	64	396	113	396	10	10	68	93	24	103	507	363	10	2721	156	10	140	43	10	10	64	118	70	271	114	126	10
X76223_s_at	10	181	487	142	33	557	162	19	55	179	408	10	27	119	12	10	222	10	14192	10	10	367	10	635	64	41	10	10	606	106	185	16	10	234	10	158	5322	223	10	10	10	202	10	65	59	241	10	10	58	1050	10	137	181	10	148	213	308	172	193	10	64	10	72	10	299	1834	137	174	441	153	144	848	296	10	946	277	106
X77567_s_at	126	10	210	107	184	49	117	113	10	24	422	10	10	175	10	10	24	135	193	10	10	10	107	179	233	129	44	121	57	10	10	278	59	282	122	95	10	10	622	93	10	10	38	10	85	348	96	33	98	69	209	10	165	254	100	10	10	10	301	221	251	228	160	10	169	167	150	112	37	10	230	82	10	113	82	10	161
X79683_s_at	184	477	10	33	10	247	241	144	10	550	10	47	10	272	128	10	10	10	235	10	125	83	10	10	117	119	10	57	242	10	163	63	10	321	10	186	81	33	116	10	15	10	10	145	48	154	13	98	49	86	130	10	10	56	250	50	109	29	139	182	10	148	212	10	203	10	10	108	10	10	219	80	10	203	80	10	190
Y10514_s_at	97	32	10	10	10	10	94	10	10	10	10	10	10	62	182	10	10	10	53	25	82	10	63	117	10	25	57	10	201	10	60	65	28	22	212	47	77	10	471	10	10	39	117	25	10	10	137	52	39	27	71	22	15	84	65	88	10	41	10	128	69	10	49	1004	134	94	80	37	10	147	90	102	10	307	10	10	137
AF000424_s_at	126	684	464	444	10	965	275	130	10	707	10	1037	189	237	10	10	241	11	32	208	10	1329	242	675	672	382	126	45	10	271	10	165	10	116	14	904	232	232	10	48	27	10	10	366	495	512	156	62	483	10	55	78	1057	83	238	541	273	500	221	52	10	10	10	10	92	763	300	10	10	10	199	463	420	10	292	244	10
HG3546-HT3744_s_at	184	10	212	33	45	10	10	119	11	10	10	10	20	101	141	610	220	502	679	119	383	674	317	124	180	100	10	131	34	10	370	259	10	740	10	235	44	438	10	234	132	153	10	60	165	1331	165	423	10	542	29	136	217	439	687	10	132	382	348	371	10	10	321	10	153	308	135	156	565	458	324	288	191	10	373	32	179
HG4677-HT5102_s_at	19	366	178	10	234	10	10	246	143	243	10	347	10	10	72	166	10	10	11	10	85	10	97	293	236	48	10	259	10	10	281	10	10	10	10	348	232	421	10	43	10	10	10	198	147	443	35	122	10	10	146	459	283	317	127	107	148	62	96	119	10	10	10	2155	42	215	123	22	175	10	192	10	10	10	10	10	53
K02882_cds1_s_at	319	472	311	214	300	357	18	616	368	403	10	290	10	34	249	46	543	10	2482	10	694	10	25	147	111	288	10	173	564	10	111	72	10	105	10	244	271	745	10	10	10	10	10	455	28	1729	10	68	10	308	68	348	10	148	191	338	108	10	449	635	10	10	157	10	435	184	249	188	194	10	357	10	10	10	10	10	412
HG3033-HT3194_at	10	10	10	10	10	10	10	10	10	454	10	10	10	10	350	10	25	10	10	284	10	10	10	118	10	10	221	10	10	225	496	314	10	10	10	10	10	10	10	10	10	112	173	10	10	10	10	10	34	423	10	10	10	276	582	148	212	224	10	10	807	10	242	10	10	10	10	1151	10	580	10	58	211	10	10	10	22
HG3033-HT3194_r_at	1331	1980	10	10	1023	922	1022	316	10	2252	1851	1199	2683	788	10	744	4258	10	10	1022	10	87	10	131	10	10	752	10	1205	1400	2367	535	784	1351	2594	511	679	1082	974	1147	1560	1572	2168	1171	10	333	959	10	702	116	1511	10	224	3391	1816	982	2096	595	940	248	3463	1777	1542	1596	953	529	10	5733	184	2813	1623	782	10	10	10	10	1735
HG3731-HT4001_at	10	297	10	69	162	10	10	143	10	204	10	31	10	320	203	22	10	10	10	10	10	10	45	64	735	127	10	117	10	10	20	53	10	129	10	16	10	10	61	10	10	10	10	87	10	168	10	117	10	59	62	10	10	144	30	10	43	10	10	131	10	10	10	10	10	210	101	298	237	379	10	120	10	10	56	10	142
HG4557-HT4962_at	72	348	760	1739	518	832	483	1387	534	981	2463	1995	225	10	10	86	103	49	10	19	10	99	39	60	87	10	10	10	10	10	288	136	1517	10	10	351	2053	2347	10	89	344	187	18	1584	10	69	10	38	10	130	241	114	78	128	451	104	213	174	268	75	10	10	68	85	105	68	49	109	322	292	177	53	172	91	307	69	58
HG4557-HT4962_r_at	10	371	606	1098	312	382	214	673	375	594	1530	1484	10	32	10	66	20	10	45	10	10	10	32	34	69	75	10	10	86	10	238	28	798	91	10	218	1430	1668	29	143	56	10	10	765	25	38	14	49	10	65	67	49	10	13	343	10	209	100	203	136	10	10	10	10	10	10	93	61	196	185	111	43	10	10	129	10	10
M21388_r_at	769	1517	2568	91	2459	762	820	1250	1675	1004	306	1588	845	2044	1179	1106	2882	10	4335	1232	10	10655	10	2533	512	10	2690	10	3481	1311	4275	2574	1351	3300	2702	1035	652	793	10	547	961	826	2465	243	10	6561	10	10	10	409	10	3680	1277	3371	10	1633	1077	597	2675	784	4232	33	2814	16000	428	226	10	3050	10	460	10	10	950	153	10	10	1237
HG3141-HT3317_f_at	10	10	10	10	10	10	10	10	10	10	10	10	490	10	10	323	710	317	765	10	10	593	10	10	10	10	10	10	107	487	802	184	10	815	10	19	10	10	10	434	295	527	384	10	156	271	154	707	10	236	10	10	611	10	657	51	98	209	10	10	10	10	62	10	10	282	10	287	935	1175	377	10	670	10	484	173	10
HG3729-HT3999_f_at	10	10	10	10	96	32	29	10	333	10	272	49	267	10	12	10	90	135	15	129	10	579	26	60	124	10	91	44	64	113	31	27	240	2005	132	10	10	43	10	34	116	78	184	10	54	10	91	10	40	68	10	251	27	165	24	102	10	88	10	10	842	358	206	3434	10	10	10	29	97	35	26	10	153	436	218	177	99
HG3921-HT4191_f_at	10	31	10	10	10	104	76	79	10	10	10	10	207	272	95	10	10	10	215	79	77	423	10	27	404	313	75	10	48	10	312	193	220	10	132	108	10	10	10	74	98	152	154	10	132	144	178	165	89	178	10	74	14	10	183	10	111	10	162	10	571	190	284	10	177	10	10	93	45	164	169	10	225	472	60	61	277
L49229_f_at	114	10	10	10	10	10	10	10	10	10	10	10	10	53	216	202	314	153	256	15	10	472	125	31	29	77	10	44	10	130	70	101	10	273	10	91	10	10	64	201	110	148	10	10	65	204	10	266	12	255	10	10	69	296	145	33	103	226	322	73	10	10	114	10	156	231	13	215	278	108	88	120	121	71	56	116	80
D17793_at	179	289	89	57	20	53	10	62	73	375	10	60	10	145	172	10	10	28	67	10	114	10	40	10	25	37	10	70	91	10	10	52	10	100	10	71	10	10	366	58	10	24	10	17	34	260	87	10	10	10	54	10	32	110	10	54	38	48	130	10	73	10	10	81	190	39	72	127	101	107	104	46	11	414	122	18	119
HG3513-HT3707_at	36	9614	25	35	38	28	22	29	21	10574	153	42	53	10	41	31	10	88	67	97	90	157	10	24	75	33	23	17	77	65	32	29	65	25	170	48	18	50	130	10	57	26	127	10	64	85	63	74	10	10	21	97	36	123	19	148	25	23	34	99	188	247	152	523	10	14	123	16	142	59	10	59	124	373	150	73	143
HG491-HT491_at	10	69	158	47	300	167	67	163	62	72	157	71	10	10	10	87	10	153	10	10	10	376	10	176	183	10	10	84	10	95	10	132	53	248	10	82	10	278	10	10	45	10	10	207	10	9197	10	10	121	10	204	359	244	10	18	10	68	105	917	10	10	272	10	10	72	82	295	10	10	52	74	48	109	10	338	10	215
J00220_cds5_at	10	304	290	335	377	249	10	316	10	595	10	451	10	258	10	214	10	10	10	10	10	10	10	62	87	79	10	10	38	10	333	101	10	109	10	91	227	534	10	10	10	10	10	428	65	94	10	22	10	148	10	10	187	116	119	78	173	146	112	30	10	10	10	10	88	148	30	168	10	124	35	10	10	10	10	10	147
J03910_rna1_at	10	5511	5091	956	684	40	235	21	10	7061	10	16000	254	226	10	10	106	10	10	10	10	3440	10	10	45	10	117	10	10	10	136	3539	167	2801	10	9476	10	834	648	10	4351	399	295	274	10	10	10	527	10	10	1524	10	817	1258	10	10	789	6305	10	10	10	10	129	10	10	10	10	115	10	10	10	10	10	10	10	10	10
M19888_at	210	76	72	10	23	100	18	13	253	95	184	80	10	80	72	30	106	10	39	10	244	84	29	13	19	10	116	10	354	92	217	224	145	32	326	10	10	74	861	10	50	15	168	78	10	257	236	10	26	40	10	559	92	72	23	209	43	118	115	403	655	170	21	2820	10	137	29	123	20	57	76	49	10	299	35	10	195
M32578_at	56	10	2478	10	10	10	10	10	286	10	10	10	10	2468	1056	116	4035	10	10	10	10	5062	1151	82	10	10	10	10	10	127	10	10	10	3027	10	160	135	10	986	10	347	10	10	10	857	10	509	78	74	10	10	452	12	86	10	20	44	402	6976	581	10	438	1623	270	85	31	53	266	10	10	1115	10	10	343	10	116	10
S72043_rna1_at	10	10	10	882	600	10	156	890	347	23	1103	582	95	175	10	10	651	10	10	10	10	389	10	495	10	834	10	240	16	264	80	232	113	52	10	613	502	1051	10	10	10	10	10	569	105	10	24	406	10	144	10	891	171	1596	41	10	464	981	10	162	303	10	10	7714	10	10	10	104	10	10	10	10	10	10	10	10	10
U03858_at	10	97	114	41	10	26	58	25	125	200	1022	72	118	10	10	10	184	104	32	93	10	409	10	150	119	123	70	40	10	79	18	10	193	156	10	126	10	24	10	24	145	95	105	10	27	35	10	30	71	49	20	323	143	10	17	66	12	73	10	208	193	112	92	2301	14	158	10	111	10	27	10	327	207	386	320	190	10
U05861_at	10	805	10	10	10	10	502	10	73	1067	10	10	10	53	108	10	58	10	10	10	13	24	10	10	23	10	169	10	82	43	437	167	10	192	10	24	10	10	10	10	10	10	10	10	10	35	10	41	10	33	14	130	10	22	25	69	10	10	10	10	444	162	225	489	10	20	10	52	84	10	930	24	97	15	10	52	10
U24683_at	53	452	10	537	10	10	332	398	93	415	10	284	10	346	61	10	188	84	10	10	10	10	10	88	52	10	29	10	166	80	10	111	38	10	10	10	292	891	10	10	10	10	127	147	10	10	10	10	10	232	64	32	231	390	10	109	10	133	10	123	235	10	10	10	33	102	16	10	10	263	10	10	10	10	10	154	10
U24685_at	157	323	178	11	138	93	10	730	29	236	621	221	10	403	432	246	397	10	30	31	82	10	57	46	150	125	276	10	516	113	438	201	80	184	70	112	130	435	10	57	10	10	165	106	96	10	10	6597	10	216	2422	163	209	888	201	244	284	125	206	176	123	10	253	10	127	170	97	506	262	152	258	75	10	10	10	10	478
U44103_at	320	10	286	10	279	10	10	19	10	61	10	10	271	297	113	588	10	238	235	148	188	10	340	299	147	328	10	328	107	10	776	299	10	579	10	340	10	180	157	252	60	10	26	29	219	797	93	149	39	259	173	983	362	157	397	89	274	56	270	259	10	10	60	10	163	318	224	462	216	609	259	264	72	221	10	130	325
X06825_at	10	12166	10	146	78	19	149	12	557	10625	585	10	10	126	10	10	45	10	39	130	10	10	13	10	10	10	333	10	297	25	437	667	85	10	217	10	85	515	10	34	10	132	386	106	10	10	141	10	10	43	448	10	10	750	35	10	49	54	15	215	460	10	333	10	10	10	10	233	10	110	10	116	10	187	10	10	10
X58399_at	506	147	282	10	10	155	22	10	53	104	109	66	454	110	59	132	176	10	10	39	10	10	216	373	10	10	10	10	10	257	228	302	1303	202	10	11	328	457	10	31	114	71	389	177	22	1088	226	82	526	49	254	1902	56	10	1705	10	93	105	49	98	10	10	308	10	10	748	365	485	103	1598	242	244	196	10	678	241	10
X87211_at	67	69	47	53	10	227	203	10	52	10	303	204	206	152	10	170	87	123	10	69	26	10	87	23	16	10	241	27	171	71	297	171	161	24	10	96	77	181	10	10	10	95	228	180	10	10	10	10	118	77	10	224	156	75	92	197	195	141	10	10	10	10	10	214	129	54	10	161	13	89	101	10	140	10	23	10	10
X99133_at	10	220	10	10	31	10	13	10	10	147	10	91	266	10	10	109	10	170	148	10	10	10	38	10	10	10	10	10	10	10	434	10	315	20	10	10	10	250	10	10	82	266	10	390	58	10	10	38	103	45	10	10	10	10	222	10	78	10	126	10	10	10	10	742	10	10	10	202	94	186	195	10	97	10	219	10	10
Z68274_at	18	96	242	251	296	103	239	178	26	285	608	163	47	186	10	10	125	10	10	10	10	10	12	102	14	10	10	10	98	10	10	163	188	91	23	206	163	275	10	137	27	31	18	197	135	10	10	10	14	10	17	78	88	64	140	14	71	99	10	31	258	10	10	10	169	16	10	440	10	25	10	10	45	10	10	10	10
J00277_at	10	382	29	184	10	340	1763	208	326	342	10	10	639	10	10	77	51	10	10	10	10	10	10	133	603	10	10	10	10	10	10	10	1222	62	10	71	424	276	10	10	10	185	10	240	51	10	10	10	10	10	51	598	68	10	191	10	10	10	10	10	10	10	10	10	10	10	10	10	10	49	10	10	29	10	10	10	10
L32961_at	99	38	91	73	60	19	10	50	10	45	10	131	10	101	162	67	106	10	81	10	172	10	10	10	128	244	10	10	157	10	149	228	10	120	10	15	10	76	384	10	10	10	10	50	62	10	132	17	10	10	10	125	58	142	80	169	10	124	173	116	10	13	167	412	134	59	93	97	15	59	63	57	10	10	10	10	176
M60614_at	290	10	278	10	85	10	10	10	10	151	446	61	32	10	762	10	56	26	30	20	540	10	216	209	289	342	56	10	311	10	235	119	10	10	1105	10	10	175	416	130	10	112	10	10	10	10	24	10	145	379	102	10	10	750	16	311	27	10	237	337	10	501	173	10	464	240	170	288	10	158	70	98	41	361	10	10	176
U35234_at	310	48	462	75	10	240	407	151	103	44	936	751	10	1261	1120	10	405	221	154	10	947	10	55	60	130	236	615	307	1296	359	222	10	186	10	212	411	81	298	1047	99	10	10	381	194	27	10	159	39	10	10	23	152	322	1225	150	585	167	560	295	892	1210	487	554	4061	698	491	274	685	10	24	10	604	77	582	10	276	731
U47677_at	382	287	192	283	370	250	244	171	104	367	360	256	10	595	131	10	10	131	770	10	417	10	10	10	242	171	10	144	514	10	127	329	10	10	10	10	140	437	602	10	10	10	286	108	169	10	10	10	75	10	311	174	58	473	10	409	46	32	10	598	22	10	98	1335	241	13	133	23	10	10	35	204	10	518	10	214	601
X05345_at	10	363	83	424	278	410	486	309	314	341	446	702	10	10	25	319	10	319	199	10	10	10	196	182	35	10	10	193	10	10	559	10	457	198	10	223	248	1083	10	126	10	10	10	842	46	264	267	129	10	188	271	500	140	10	363	10	27	10	10	121	10	10	10	10	10	120	61	12	263	232	10	42	10	10	10	10	10
X14767_at	10	10	11	10	10	10	10	10	10	10	10	10	62	343	61	237	210	50	451	371	13	615	166	10	63	10	285	10	173	372	254	40	10	352	47	10	10	10	10	102	22	10	93	10	116	510	65	184	141	201	59	419	163	415	227	322	27	251	39	73	200	385	325	789	360	202	10	354	163	248	10	169	141	10	189	194	248
